hour,Total_RD_Cost
7930,1.798879239211182e6
7931,1.9018958373274552e6
7932,1.8341693715799681e6
7933,2.159824229140909e6
7934,2.118977919433214e6
7935,1.85340181728371e6
7936,2.133509075639661e6
7937,1.833179477892466e6
7938,2.3377510079640956e6
7939,2.2972237863060045e6
7940,2.2183253688031496e6
7941,1.8982138491491934e6
7942,2.1489038786023674e6
7943,1.8132255110230942e6
7944,1.4943430435953438e6
7945,1.3923116283289264e6
7946,1.3597749872533998e6
7947,1.1474786387386366e6
7948,1.19962460842752e6
7949,1.1065655253760063e6
7950,1.38760165408894e6
7951,1.9365399629503018e6
7952,2.0920567841673412e6
7953,2.4711452835492115e6
7954,1.9609773198387858e6
7955,2.378736239839301e6
7956,1.8141641618270904e6
7957,2.2464276268255254e6
7958,1.811854694044223e6
7959,1.530349716368583e6
7960,1.7786510029104236e6
7961,1.9659882593046527e6
7962,2.2262324078646568e6
7963,2.324657169232222e6
7964,2.214154062501152e6
7965,2.0144643479359394e6
7966,1.7539961368896316e6
7967,1.6692955392185044e6
7968,1.3749966244620983e6
7969,1.1125482693140835e6
7970,1.0202826703479866e6
7971,887651.7308110205
7972,895711.5109772551
7973,987892.7162320965
7974,1.1218650872601247e6
7975,1.6344543273842453e6
7976,1.8430541306000007e6
7977,1.7907092359383702e6
7978,1.7576946872556433e6
7979,1.8744631141193511e6
7980,1.7237632835485763e6
7981,2.1910109345059968e6
7982,1.9203465712353063e6
7983,1.7902330488764194e6
7984,2.0886567524328441e6
7985,1.931690861088271e6
7986,2.2429838828465748e6
7987,2.2891311989291203e6
7988,2.20822835748996e6
7989,1.9533323539794385e6
7990,1.961208420186851e6
7991,1.7987399612193736e6
7992,1.408492189630061e6
7993,1.185091573745118e6
7994,960221.0725151465
7995,801755.9642727185
7996,808753.604983889
7997,842065.2571804316
7998,1.098958808762159e6
7999,1.6719988928563963e6
8000,1.9852836312346954e6
8001,1.8785230885722127e6
8002,1.7453581464236935e6
8003,1.8434264557079843e6
8004,1.7813657353298126e6
8005,2.215921204482937e6
8006,1.9416583209557375e6
8007,1.9717369616586398e6
8008,2.1129175247644107e6
8009,1.9055265972210804e6
8010,2.258559867374998e6
8011,2.311224780232531e6
8012,2.2799759620201653e6
8013,2.0340493114457945e6
8014,2.0093850392547117e6
8015,1.8788877571668986e6
8016,1.480417121370375e6
