hour,fuel,RD_up,RD_down,RD_net
7700,NaturalGas,1765.3545890319904,0.0,1765.3545890319904
7700,Biomass,0.0,0.0,0.0
7700,HardCoal,0.0,-1934.1910029233075,-1934.1910029233075
7700,Lignite,0.0,0.0,0.0
7700,Oil(light),0.0,0.0,0.0
7700,Waste,0.0,0.0,0.0
7700,OtherFuels,0.0,0.0,0.0
7700,Nuclear,0.0,-59.92905134051796,-59.92905134051796
7700,Oil(heavy),0.0,-0.0,0.0
7700,WindOnshore,0.0,0.0,0.0
7700,WindOffshore,0.0,-0.0,0.0
7700,SolarPV,0.0,0.0,0.0
7700,RoR,0.0,0.0,0.0
7700,Geothermal,0.0,-0.0,0.0
7700,Hydro,0.0,0.0,0.0
7701,NaturalGas,1514.7692896818294,0.0,1514.7692896818294
7701,Biomass,0.0,-14.571143999999999,-14.571143999999999
7701,HardCoal,613.1344039674334,-2100.283275679469,-1487.1488717120358
7701,Lignite,0.0,0.0,0.0
7701,Oil(light),0.0,0.0,0.0
7701,Waste,0.0,0.0,0.0
7701,OtherFuels,0.0,0.0,0.0
7701,Nuclear,0.0,-59.14999322327219,-59.14999322327219
7701,Oil(heavy),0.0,-0.0,0.0
7701,WindOnshore,0.0,-4.850811302329561,-4.850811302329561
7701,WindOffshore,0.0,-0.0,0.0
7701,SolarPV,0.0,0.0,0.0
7701,RoR,0.0,0.0,0.0
7701,Geothermal,0.0,-0.0,0.0
7701,Hydro,0.0,0.0,0.0
7702,NaturalGas,110.58500000000001,0.0,110.58500000000001
7702,Biomass,0.0,-81.149175,-81.149175
7702,HardCoal,1696.4601139503322,-1350.4152539153554,346.04486003497686
7702,Lignite,0.0,0.0,0.0
7702,Oil(light),0.0,0.0,0.0
7702,Waste,0.0,0.0,0.0
7702,OtherFuels,0.0,0.0,0.0
7702,Nuclear,0.0,-64.06129755018242,-64.06129755018242
7702,Oil(heavy),0.0,-0.0,0.0
7702,WindOnshore,0.0,-336.67002440289036,-336.67002440289036
7702,WindOffshore,0.0,-45.18631475599521,-45.18631475599521
7702,SolarPV,0.0,0.0,0.0
7702,RoR,0.0,0.0,0.0
7702,Geothermal,0.0,-0.0,0.0
7702,Hydro,0.0,0.0,0.0
7703,NaturalGas,281.42462599304264,0.0,281.42462599304264
7703,Biomass,0.0,-139.78151100000002,-139.78151100000002
7703,HardCoal,2668.7018377698,-1851.1843398495953,817.5174979202047
7703,Lignite,0.0,0.0,0.0
7703,Oil(light),0.0,0.0,0.0
7703,Waste,0.0,0.0,0.0
7703,OtherFuels,0.0,0.0,0.0
7703,Nuclear,0.0,-7.244173562455103,-7.244173562455103
7703,Oil(heavy),0.0,-0.0,0.0
7703,WindOnshore,0.0,-788.4949781263476,-788.4949781263476
7703,WindOffshore,0.0,-149.25439729828227,-149.25439729828227
7703,SolarPV,0.0,0.0,0.0
7703,RoR,0.0,-1.5400928363,-1.5400928363
7703,Geothermal,0.0,-0.0,0.0
7703,Hydro,0.0,0.0,0.0
7704,NaturalGas,270.9061247744038,0.0,270.9061247744038
7704,Biomass,0.0,-199.24039799999997,-199.24039799999997
7704,HardCoal,455.1730171531843,0.0,455.1730171531843
7704,Lignite,2933.8372341059357,-2082.1991619995556,851.6380721063802
7704,Oil(light),0.0,0.0,0.0
7704,Waste,0.0,0.0,0.0
7704,OtherFuels,0.0,0.0,0.0
7704,Nuclear,0.0,-57.60103776651704,-57.60103776651704
7704,Oil(heavy),0.0,-0.0,0.0
7704,WindOnshore,0.0,-994.7894119232972,-994.7894119232972
7704,WindOffshore,0.0,-268.86335135438037,-268.86335135438037
7704,SolarPV,0.0,0.0,0.0
7704,RoR,0.0,-0.028388286080000002,-0.028388286080000002
7704,Geothermal,0.0,-0.0,0.0
7704,Hydro,0.0,0.0,0.0
7705,NaturalGas,110.58500000000001,0.0,110.58500000000001
7705,Biomass,0.0,-287.44413299999997,-287.44413299999997
7705,HardCoal,2436.6909527719936,0.0,2436.6909527719936
7705,Lignite,3169.801453406212,-3760.443148824001,-590.6416954177889
7705,Oil(light),0.0,0.0,0.0
7705,Waste,0.0,0.0,0.0
7705,OtherFuels,0.0,0.0,0.0
7705,Nuclear,0.0,-56.70924737091809,-56.70924737091809
7705,Oil(heavy),0.0,-0.0,0.0
7705,WindOnshore,0.0,-1909.4534230051077,-1909.4534230051077
7705,WindOffshore,0.0,-98.3780771251248,-98.3780771251248
7705,SolarPV,0.0,0.0,0.0
7705,RoR,0.0,-4.82050701108,-4.82050701108
7705,Geothermal,0.0,-0.0,0.0
7705,Hydro,474.5972552623885,0.0,474.5972552623885
7706,NaturalGas,110.58500000000001,0.0,110.58500000000001
7706,Biomass,0.0,-296.5335124853307,-296.5335124853307
7706,HardCoal,2348.8025577305575,0.0,2348.8025577305575
7706,Lignite,3416.5453861591213,-3424.1572785985504,-7.611892439429084
7706,Oil(light),0.0,0.0,0.0
7706,Waste,0.0,0.0,0.0
7706,OtherFuels,0.0,0.0,0.0
7706,Nuclear,0.0,-49.38326421580541,-49.38326421580541
7706,Oil(heavy),0.0,-0.0,0.0
7706,WindOnshore,0.0,-1780.1295394033104,-1780.1295394033104
7706,WindOffshore,0.0,-513.8865956030853,-513.8865956030853
7706,SolarPV,0.0,0.0,0.0
7706,RoR,0.0,-0.028388286080000002,-0.028388286080000002
7706,Geothermal,0.0,-0.0,0.0
7706,Hydro,179.6912439249693,0.0,179.6912439249693
7707,NaturalGas,110.58500000000001,0.0,110.58500000000001
7707,Biomass,0.0,-259.2907660550705,-259.2907660550705
7707,HardCoal,1905.1113965223078,0.0,1905.1113965223078
7707,Lignite,3909.5209999999997,-3426.91860620792,482.6023937920795
7707,Oil(light),0.0,0.0,0.0
7707,Waste,0.0,0.0,0.0
7707,OtherFuels,0.0,0.0,0.0
7707,Nuclear,0.0,-64.20766795046973,-64.20766795046973
7707,Oil(heavy),0.0,-0.0,0.0
7707,WindOnshore,0.0,-1738.0029309743452,-1738.0029309743452
7707,WindOffshore,0.0,-566.134428345624,-566.134428345624
7707,SolarPV,0.0,0.0,0.0
7707,RoR,0.0,-0.028388286080000002,-0.028388286080000002
7707,Geothermal,0.0,-0.0,0.0
7707,Hydro,387.131671593355,0.0,387.131671593355
7708,NaturalGas,110.58500000000001,0.0,110.58500000000001
7708,Biomass,0.0,-292.32395099999997,-292.32395099999997
7708,HardCoal,2409.070248479068,0.0,2409.070248479068
7708,Lignite,3425.73,-3332.939639659682,92.79036034031787
7708,Oil(light),0.0,0.0,0.0
7708,Waste,0.0,0.0,0.0
7708,OtherFuels,0.0,0.0,0.0
7708,Nuclear,0.0,-53.345062892148576,-53.345062892148576
7708,Oil(heavy),0.0,-0.0,0.0
7708,WindOnshore,0.0,-1720.7496175473495,-1720.7496175473495
7708,WindOffshore,0.0,-499.5525608300613,-499.5525608300613
7708,SolarPV,0.0,0.0,0.0
7708,RoR,0.0,-0.028388286080000002,-0.028388286080000002
7708,Geothermal,0.0,-0.0,0.0
7708,Hydro,100.88175023466798,0.0,100.88175023466798
7709,NaturalGas,110.58500000000001,0.0,110.58500000000001
7709,Biomass,0.0,-292.32395099999997,-292.32395099999997
7709,HardCoal,2493.2265015445155,0.0,2493.2265015445155
7709,Lignite,2502.5,-3090.9218550736987,-588.4218550736987
7709,Oil(light),0.0,0.0,0.0
7709,Waste,0.0,0.0,0.0
7709,OtherFuels,0.0,0.0,0.0
7709,Nuclear,0.0,-40.79530882428628,-40.79530882428628
7709,Oil(heavy),0.0,-0.0,0.0
7709,WindOnshore,0.0,-1674.1332243124298,-1674.1332243124298
7709,WindOffshore,0.0,-521.2144791999203,-521.2144791999203
7709,SolarPV,0.0,0.0,0.0
7709,RoR,0.0,-0.028388286080000002,-0.028388286080000002
7709,Geothermal,0.0,-0.0,0.0
7709,Hydro,606.4913196839938,0.0,606.4913196839938
7710,NaturalGas,110.58500000000001,0.0,110.58500000000001
7710,Biomass,0.0,-292.32395099999997,-292.32395099999997
7710,HardCoal,2898.9282325200434,0.0,2898.9282325200434
7710,Lignite,2046.6599999999999,-3764.126230405208,-1717.466230405208
7710,Oil(light),0.0,0.0,0.0
7710,Waste,0.0,0.0,0.0
7710,OtherFuels,0.0,0.0,0.0
7710,Nuclear,0.0,-14.02275147711407,-14.02275147711407
7710,Oil(heavy),0.0,-0.0,0.0
7710,WindOnshore,0.0,-1626.8800892427084,-1626.8800892427084
7710,WindOffshore,0.0,-494.39372674830634,-494.39372674830634
7710,SolarPV,0.0,0.0,0.0
7710,RoR,0.0,-4.82050701108,-4.82050701108
7710,Geothermal,0.0,-0.0,0.0
7710,Hydro,1236.335686156369,0.0,1236.335686156369
7711,NaturalGas,1032.965001349613,0.0,1032.965001349613
7711,Biomass,0.0,-233.761167,-233.761167
7711,HardCoal,4225.840196456193,-2005.065,2220.7751964561926
7711,Lignite,0.0,-1465.3042276727065,-1465.3042276727065
7711,Oil(light),0.0,0.0,0.0
7711,Waste,0.0,0.0,0.0
7711,OtherFuels,0.0,0.0,0.0
7711,Nuclear,0.0,-43.63317917847098,-43.63317917847098
7711,Oil(heavy),0.0,-0.0,0.0
7711,WindOnshore,0.0,-1346.0636610132356,-1346.0636610132356
7711,WindOffshore,0.0,-302.8579319713112,-302.8579319713112
7711,SolarPV,0.0,0.0,0.0
7711,RoR,0.0,-4.792118725,-4.792118725
7711,Geothermal,0.0,-0.0,0.0
7711,Hydro,11.200000000000003,0.0,11.200000000000003
7712,NaturalGas,2175.901919685303,0.0,2175.901919685303
7712,Biomass,0.0,-173.729718,-173.729718
7712,HardCoal,2776.4079435322146,-3102.44792177115,-326.0399782389354
7712,Lignite,0.0,-614.7234135239136,-614.7234135239136
7712,Oil(light),0.0,0.0,0.0
7712,Waste,0.0,0.0,0.0
7712,OtherFuels,0.0,0.0,0.0
7712,Nuclear,0.0,-83.66526429574606,-83.66526429574606
7712,Oil(heavy),0.0,-0.0,0.0
7712,WindOnshore,0.0,-1252.579326871297,-1252.579326871297
7712,WindOffshore,0.0,-33.015729284955775,-33.015729284955775
7712,SolarPV,0.0,-0.24893421754133582,-0.24893421754133582
7712,RoR,0.0,-4.792118725,-4.792118725
7712,Geothermal,0.0,-0.0,0.0
7712,Hydro,0.0,0.0,0.0
7713,NaturalGas,2179.0392609800488,0.0,2179.0392609800488
7713,Biomass,0.0,-185.21845332861727,-185.21845332861727
7713,HardCoal,1631.7419819130182,-2744.9700773067157,-1113.2280953936975
7713,Lignite,0.0,-273.41482264110545,-273.41482264110545
7713,Oil(light),0.0,0.0,0.0
7713,Waste,0.0,0.0,0.0
7713,OtherFuels,0.0,0.0,0.0
7713,Nuclear,0.0,-78.36774158420212,-78.36774158420212
7713,Oil(heavy),0.0,-0.0,0.0
7713,WindOnshore,0.0,-889.733841697881,-889.733841697881
7713,WindOffshore,0.0,-0.0,0.0
7713,SolarPV,0.0,-3.5161957865128843,-3.5161957865128843
7713,RoR,0.0,-4.792118725,-4.792118725
7713,Geothermal,0.0,-0.0,0.0
7713,Hydro,98.8,0.0,98.8
7714,NaturalGas,1932.2578865737453,0.0,1932.2578865737453
7714,Biomass,0.0,-216.27691199999998,-216.27691199999998
7714,HardCoal,1179.7065,-2241.040516681274,-1061.3340166812739
7714,Lignite,0.0,-83.65116609132902,-83.65116609132902
7714,Oil(light),0.0,0.0,0.0
7714,Waste,0.0,0.0,0.0
7714,OtherFuels,0.0,0.0,0.0
7714,Nuclear,0.0,-88.97835195593018,-88.97835195593018
7714,Oil(heavy),0.0,-0.0,0.0
7714,WindOnshore,0.0,-795.1915464703632,-795.1915464703632
7714,WindOffshore,0.0,-0.0,0.0
7714,SolarPV,0.0,-6.217976582089113,-6.217976582089113
7714,RoR,0.0,0.0,0.0
7714,Geothermal,0.0,-0.0,0.0
7714,Hydro,0.0,0.0,0.0
7715,NaturalGas,1650.4210151164707,0.0,1650.4210151164707
7715,Biomass,0.0,-216.27691199999998,-216.27691199999998
7715,HardCoal,1159.128,-1841.4290953916156,-682.3010953916157
7715,Lignite,0.0,-99.7982685448788,-99.7982685448788
7715,Oil(light),0.0,0.0,0.0
7715,Waste,0.0,0.0,0.0
7715,OtherFuels,0.0,0.0,0.0
7715,Nuclear,0.0,-98.77362515024402,-98.77362515024402
7715,Oil(heavy),0.0,-0.0,0.0
7715,WindOnshore,0.0,-895.0963118020957,-895.0963118020957
7715,WindOffshore,0.0,-0.0,0.0
7715,SolarPV,0.0,-17.86732207337432,-17.86732207337432
7715,RoR,0.0,0.0,0.0
7715,Geothermal,0.0,-0.0,0.0
7715,Hydro,0.0,0.0,0.0
7716,NaturalGas,1566.1833417442567,0.0,1566.1833417442567
7716,Biomass,0.0,-216.27691199999998,-216.27691199999998
7716,HardCoal,826.3529999999998,-1120.0425539993666,-293.6895539993668
7716,Lignite,0.0,0.0,0.0
7716,Oil(light),0.0,0.0,0.0
7716,Waste,0.0,0.0,0.0
7716,OtherFuels,0.0,0.0,0.0
7716,Nuclear,0.0,-105.65573944768403,-105.65573944768403
7716,Oil(heavy),0.0,-0.0,0.0
7716,WindOnshore,0.0,-948.4286012871404,-948.4286012871404
7716,WindOffshore,0.0,-0.0,0.0
7716,SolarPV,0.0,-4.124346125215733,-4.124346125215733
7716,RoR,0.0,-1.5400928363,-1.5400928363
7716,Geothermal,0.0,-0.0,0.0
7716,Hydro,0.0,0.0,0.0
7717,NaturalGas,886.0888138360385,0.0,886.0888138360385
7717,Biomass,0.0,-216.27691199999998,-216.27691199999998
7717,HardCoal,957.4844157577984,-904.9471244837925,52.53729127400584
7717,Lignite,0.0,0.0,0.0
7717,Oil(light),0.0,0.0,0.0
7717,Waste,0.0,0.0,0.0
7717,OtherFuels,0.0,0.0,0.0
7717,Nuclear,0.0,-117.35252981431188,-117.35252981431188
7717,Oil(heavy),0.0,-0.0,0.0
7717,WindOnshore,0.0,-926.5781529250517,-926.5781529250517
7717,WindOffshore,0.0,-0.0,0.0
7717,SolarPV,0.0,-19.990028835396465,-19.990028835396465
7717,RoR,0.0,0.0,0.0
7717,Geothermal,0.0,-0.0,0.0
7717,Hydro,0.0,0.0,0.0
7718,NaturalGas,1031.8617952155168,0.0,1031.8617952155168
7718,Biomass,0.0,-173.729718,-173.729718
7718,HardCoal,901.2571180358602,-885.3668158889398,15.890302146920476
7718,Lignite,0.0,0.0,0.0
7718,Oil(light),0.0,0.0,0.0
7718,Waste,0.0,0.0,0.0
7718,OtherFuels,0.0,0.0,0.0
