id,BAU,DSOM,TSOM
58,82141.34757072787,82110.66167590382,81794.9242215422
59,82132.02068573597,82102.3706581572,81780.44711444489
60,82116.47433095172,82093.524273107,81751.25317369096
61,82111.38768844554,82061.91125864048,81716.56342503868
62,82083.12173541816,82031.96255131667,81702.55209103474
63,82055.98679327215,82009.17436593713,81666.98699498462
64,82053.72673205372,82002.4889452992,81666.57058227023
65,82049.48648975257,81972.63675101165,81661.3511525284
66,82042.42054795756,81943.15704289702,81639.5996362933
67,82028.2874537737,81907.44842901317,81636.25953239878
68,82012.17719402438,81892.64166830579,81634.423214624
69,82002.28426000001,81875.87461940674,81628.10652902068
70,82000.30521799816,81875.77642572316,81608.58762643754
71,81994.37028598311,81845.84252962815,81603.17534508684
72,81992.39214593913,81814.54809196897,81597.95575785593
73,81953.66918953667,81768.80545816969,81594.78944614751
74,81949.1475989829,81767.84377854606,81560.2355431811
75,81937.84059550273,81762.47451519832,81544.14722461347
76,81931.62146613676,81756.89002828444,81521.19811108906
77,81919.18550151511,81748.63210887215,81510.9901436633
78,81898.55184759421,81727.4678113272,81472.28656987424
79,81873.67967185253,81691.1267905589,81440.23307991185
80,81870.00472057004,81679.20439128649,81431.30412014377
81,81807.25500096372,81652.1823480605,81420.34646603119
82,81788.59989747978,81639.05584781071,81409.26816477266
83,81704.36963954756,81609.54235594178,81372.25858256561
84,81685.43270325827,81600.9482551617,81355.79956915246
85,81628.0558779086,81570.28156194958,81352.7337461206
86,81625.79329024524,81565.92583445263,81331.49710998849
87,81611.09439938917,81565.2031299799,81319.62429560431
88,81573.50277741198,81553.17205962524,81273.31746503482
89,81567.28520156728,81544.66930849745,81262.62798274696
90,81553.15283465946,81523.30830403202,81221.5825677897
91,81544.95605617983,81511.85651033474,81217.63166428369
92,81539.0192546098,81479.51750933524,81209.53151400565
93,81537.60706461282,81459.07726336077,81207.12091829746
94,81528.27935,81437.3753577029,81188.90787317108
95,81497.75325299549,81428.78462568848,81185.4319076441
96,81483.90370890341,81423.8548577084,81148.70968006417
97,81481.9240181446,81407.70329590302,81143.38929982731
98,81468.64017146864,81390.54809905522,81091.16497320766
99,81467.22692146724,81384.46341171797,81088.62354344975
100,81442.07216163108,81382.20250953968,81065.26678939413
101,81434.43962430331,81381.6126327499,81064.80071367134
102,81419.17616858083,81361.4170492346,81059.98723226128
103,81411.82717717634,81361.37170605853,81047.79710732578
104,81402.78333402783,81360.46346936323,81008.43536908744
105,81357.27595271455,81343.14857533682,81001.40309564007
106,81354.16662999999,81297.9364733608,80979.57724852886
107,81351.90624351904,81282.91526342675,80958.35359035782
108,81343.70912940596,81271.79706589253,80939.36308071177
109,81338.90211723864,81264.74774400187,80921.5140029031
110,81319.68359527872,81260.23861011735,80910.66658465721
111,81309.50614250034,81256.58625738602,80905.65408853025
112,81301.59323349204,81254.6596839229,80895.51451543762
113,81299.89821779937,81241.35707388254,80887.43805105198
114,81299.89642920162,81236.38312756133,80865.1022114843
115,81281.24231231255,81234.96120321109,80856.43592308165
116,81279.82865592187,81231.52137584437,80853.47734625329
117,81268.80577365597,81230.78752248969,80829.91371831443
118,81266.82722366587,81207.24648274924,80824.93524874757
119,81255.52111246686,81206.10460070672,80800.08537769676
120,81247.04290247042,81196.05992745743,80798.92720645652
121,81238.28121981247,81195.59303634464,80789.7689779375
122,81219.34209634198,81184.05463364033,80780.84343684666
123,81172.42291820695,81163.53486837936,80776.22194582169
124,81138.22277593511,81156.62432201476,80764.83369478703
125,81130.59064791413,81132.46225043396,80742.9156380097
126,81125.21972,81130.15235661538,80712.6477620088
127,81117.02349893618,81127.15303484592,80700.91690081984
128,81109.95788775932,81098.83196120546,80691.9257024574
129,81107.97901329574,81095.15346978453,80688.35734522642
130,81102.32413787443,81042.97785367531,80685.13495321877
131,81088.47523108847,81025.86061117257,80677.18013608878
132,81087.3429282531,81024.99697117353,80673.12942167062
133,81071.23217286027,81008.02534443513,80655.50185381359
134,81052.86101789429,80999.25978131451,80643.87692866373
135,81048.62207838896,80998.34502681416,80610.81958726517
136,81035.33749828271,80994.52950671106,80594.24346665219
137,81026.00987615605,80985.91758720086,80581.02369490573
138,81000.85405700596,80984.65652253071,80569.62548502232
139,80998.87526399549,80977.96306977878,80555.8426562126
140,80966.36940130265,80940.2856107571,80534.2911074445
141,80956.47744095649,80931.97652731674,80534.05067187385
142,80930.75615999999,80919.46920808512,80531.69429594833
143,80897.40340000001,80912.61764040767,80513.4920044645
144,80865.46317221082,80897.72071060719,80507.93864908043
145,80853.59297426796,80883.72486494746,80501.97388271822
146,80829.001656684,80861.40790237157,80478.05158006128
147,80827.87008675406,80852.84438044865,80462.24092127045
148,80810.62986162127,80839.08060136564,80453.66374807461
149,80808.93419404468,80829.17396874799,80448.02493197165
150,80790.27869841945,80743.32173722457,80444.66645724152
151,80763.71035610966,80726.17867695836,80422.82523761009
152,80755.51325377756,80704.61760351728,80419.79990922727
153,80714.24603142848,80689.21231498962,80396.08869387046
154,80713.39783928663,80686.1165148129,80378.22110587411
155,80713.11543142621,80661.6000043293,80374.48884324303
156,80701.24467631121,80637.471902556,80372.82213768069
157,80687.39366656303,80627.63805531591,80368.132511013
158,80679.19712932079,80611.38206682201,80361.83674437384
159,80670.15287402092,80604.20260651186,80348.38290958334
160,80658.56331670718,80593.22778099516,80344.13263417003
161,80658.2814732914,80590.89800863207,80340.51315027411
162,80655.17239393103,80576.41823481907,80333.05665972449
163,80650.36750520294,80568.31307378618,80312.0331488928
164,80641.60686732331,80555.9923945811,80308.99940852926
165,80634.82083809553,80555.17758544924,80306.94762274787
166,80634.53834936547,80538.03167922515,80254.1572137396
167,80624.64445063032,80535.81454101758,80242.41937960357
168,80609.94702390053,80534.10785989853,80224.26902797497
169,80608.81626269419,80530.29657589691,80220.2549124407
170,80589.03072293164,80517.12121263493,80203.06592669975
171,80580.83499116167,80514.37271486958,80201.16632777402
172,80579.7040688406,80513.29383150858,80189.27669064113
173,80570.37740456301,80511.50439661785,80158.49937483505
174,80565.00688339004,80503.90794382972,80106.99496024413
175,80555.11371055513,80483.32930337053,80096.88122989575
176,80553.98278833805,80480.80142491704,80087.350222415
177,80526.56689631878,80479.06616756598,80079.30662476848
178,80526.00054947397,80458.86998430816,80068.15285996345
179,80516.9572593052,80456.21608129534,80054.84700001398
180,80512.15002539064,80423.49367767805,80037.74020620837
181,80503.671481511,80390.09005742116,80021.38061755337
182,80486.71317584054,80364.96116288092,80005.01078879283
183,80481.62409759188,80357.35209805393,80001.44800475298
184,80472.29815661216,80353.1972148372,79996.45057229704
185,80444.03214088807,80347.32817128414,79993.44079164186
186,80442.05310823179,80346.52088624833,79978.75575731836
187,80437.53134175012,80334.4778938228,79976.30774809195
188,80423.1163225387,80334.37781965148,79964.87754139991
189,80416.04933875185,80320.07903679732,79954.37568063708
190,80413.50596124052,80314.87187591725,79927.07859294723
191,80408.13503836746,80296.19477477486,79921.15124480071
192,80391.17633,80286.91201326888,79911.36085011878
193,80389.4796261052,80285.72917029978,79906.15283248702
194,80383.54460923291,80270.57060062485,79905.5542428563
195,80379.58774037959,80252.48488506733,79899.49561392497
196,80368.28155963172,80249.44017652536,79896.8126674312
197,80362.91144072582,80224.54570165818,79882.36180559582
198,80362.6277460111,80222.20018056847,79870.66706655464
199,80324.47089032446,80216.15669876107,79867.27851307538
200,80322.4921796775,80215.88652798024,79829.16621305494
201,80311.46840813119,80215.64024283364,79821.2878106964
202,80272.46231727538,80211.33075016734,79813.95340546619
203,80269.92006269918,80199.41288968481,79791.60803064113
204,80256.06866769538,80193.91868831718,79788.27252589418
205,80253.24215772083,80188.61387889068,79785.57982099838
206,80244.1982304884,80167.43655696517,79779.87583819132
207,80236.2833685823,80156.26391523809,79774.70963876235
208,80217.62932108814,80137.94418890524,79773.2303105008
209,80175.79712105478,80133.35775479661,79745.700905592
210,80151.77014772341,80109.5917796077,79732.59922743597
211,80135.37826108301,80083.55487321,79730.7986598056
212,80105.6995603171,80082.32191819094,79699.22725266805
213,80105.41699042168,80075.50898899612,79671.90019578238
214,80098.91658108808,80067.30436947726,79662.88022692976
215,80085.91410034365,80062.75536689229,79662.17504774367
216,80076.3038201526,80045.34270258334,79646.45773935715
217,80064.43250012887,80015.98951280079,79646.0555111024
218,80056.80142045442,79959.56155746226,79637.90293844187
219,80047.18937924494,79952.339077053,79630.43230969069
220,80028.81846002881,79951.75476889426,79611.34461073633
221,80016.38070978703,79943.69791696822,79611.13038745521
222,80013.55404979669,79941.80553906849,79584.24570969012
223,80010.16335998983,79940.28771261309,79532.8962058387
224,79984.15983995248,79928.0690790485,79524.30416120114
225,79974.54924007636,79925.84809989318,79518.92186413548
226,79964.93983978964,79925.54149933514,79514.47836434311
227,79964.93951992987,79917.0675615326,79504.668453016
228,79960.13342043852,79900.4276751565,79501.64423375487
229,79937.52305937522,79899.7715995954,79498.70782410153
230,79931.86773129448,79895.39804455571,79484.77259274037
231,79931.30394999999,79889.52296100481,79483.51036297095
232,79917.45454950474,79885.07336926431,79481.99689882252
233,79914.34484008566,79882.29873320603,79480.05811184937
234,79910.10563946064,79878.30480003465,79478.72432259725
235,79906.43054018714,79877.65502253227,79473.36989999766
236,79902.1891921518,79873.88063145377,79468.88890375517
237,79889.18798144055,79868.85974243708,79468.63363114174
238,79877.31658171755,79862.7935125631,79466.39212685302
239,79866.29496893036,79858.89050180712,79459.50964375434
240,79854.42189203808,79851.77349946319,79456.09733064941
241,79854.14028014586,79838.34150064475,79454.7265722838
242,79850.74775149251,79811.44012033695,79451.14284495573
243,79839.15995983916,79799.15814839117,79436.58650484234
244,79813.72085111767,79778.71639371458,79431.87432443835
245,79810.32953,79758.82697101103,79423.21716168581
246,79790.54438895272,79757.31087020753,79406.57101247426
247,79776.12810201483,79715.21184832556,79402.52381526947
248,79763.69203047261,79700.88722269342,79364.20151246313
249,79759.45188168382,79676.07121364343,79363.3903049503
250,79757.47491684716,79641.8065874893,79347.22723251476
251,79756.62585024338,79632.46349407795,79329.71376257396
252,79745.88489101645,79622.36526276832,79322.6003097076
253,79722.70810916812,79619.00091902925,79321.14483264627
254,79698.96586759173,79609.08814174193,79318.94155429164
255,79696.42264514274,79606.69975438566,79316.03418203442
256,79691.33278339534,79602.50844505175,79312.22397737848
257,79690.20274123919,79601.37848681699,79310.53165303456
258,79683.98467031601,79593.97397027517,79310.08384798586
259,79676.07021129571,79583.99490400986,79300.72690547994
260,79672.1128722952,79575.81990671603,79297.110161807
261,79669.56996834786,79557.02552587254,79258.84413391481
262,79659.96025659959,79555.99374722375,79255.28093883643
263,79657.13215342867,79555.95559636908,79252.6980212931
264,79641.02202928204,79555.76573456294,79230.03422274606
265,79631.41056552883,79555.34948532717,79208.35112178797
266,79616.996659617,79552.14803989857,79182.66485921331
267,79616.99634114903,79546.33363496183,79172.42721190973
268,79594.1017308118,79543.58948586232,79163.65193769903
269,79587.3177924761,79541.24587663155,79161.00592477326
270,79581.0988458646,79537.53143812658,79142.38437057094
271,79577.70800084458,79530.1701101902,79142.25373909953
272,79577.14190507428,79528.49905940524,79138.73401039552
273,79573.75105,79525.06868066423,79129.70022937117
274,79571.20623514551,79514.21797864171,79117.97978418006
275,79561.59684131521,79510.89842245055,79093.04943959427
276,79560.46632087906,79507.11841877885,79083.85082286931
277,79559.61963383466,79500.37068779202,79083.18513050093
278,79555.37813355697,79490.6141481394,79057.61876285991
279,79551.98664179204,79479.78180174882,79044.88816639935
280,79536.15876860847,79478.17239398981,79044.51469640879
281,79525.7000623715,79472.35598893433,79040.05743591078
282,79518.35099337154,79468.27372237615,79030.78077827087
283,79516.3726819345,79457.66067542491,79029.76387475598
284,79512.69766536032,79455.57456466602,79029.27050343688
285,79511.85273681997,79447.63098919803,79024.22822498562
286,79502.80600850843,79431.69263727785,79017.81135304074
287,79499.13123050088,79426.79201581456,79009.36766915742
288,79494.32729342623,79415.43902186278,79007.39718096294
289,79460.69021431447,79414.04334832917,79005.40982106034
290,79457.86449891573,79411.0508351203,78993.92331368515
291,79449.66739055033,79407.68398623007,78971.58821203938
292,79427.05519171883,79384.47518280096,78969.24109209434
293,79423.94596230422,79373.59744775554,78966.03908562355
294,79420.55470826167,79361.11220798822,78953.70347877838
295,79416.59759824979,79360.09434396867,78935.8090776203
296,79407.26934414911,79346.99801652349,78931.04761331022
297,79400.48612119902,79346.88628182474,78917.51938968695
298,79387.76788326543,79341.32240017776,78916.9409984187
299,79385.22411262267,79317.41892835734,78902.60933564555
300,79384.37481307813,79315.8239257645,78900.09092168225
301,79377.02494059055,79315.15794719299,78899.36706546905
302,79361.48147233776,79306.23008295611,78898.81733280397
303,79358.93602512853,79297.20406795453,78893.0764945496
304,79356.39249257444,79287.29276787632,78891.28575377088
305,79354.6969,79245.39659014484,78864.04015809267
306,79332.6515879877,79243.59455932477,78847.2924469068
307,79326.996912019,79236.08742494443,78839.13666212696
308,79323.88830729555,79227.91111196515,78833.224979388
309,79299.86238280055,79213.58145483333,78833.16054957645
310,79295.9055207041,79213.54669625031,78830.57488108223
311,79288.27418857654,79204.14347700009,78828.45617123222
312,79287.14358857428,79195.42115092934,78828.16191173586
313,79282.90430426323,79195.30731166544,78825.09395800816
314,79282.62006860855,79192.20328247712,78819.19284863868
315,79278.94807629999,79190.88468732845,78810.49872253617
316,79278.0987685562,79174.48092831695,78796.39163629434
317,79274.14142072586,79166.43054832693,78794.11260689891
318,79269.33692561602,79160.16473464933,78788.15001951612
319,79265.09708632549,79149.38791450643,78772.94183736418
320,79262.27057631136,79148.88314291125,78765.14261406958
321,79255.76866520962,79148.1598998851,78764.30483206786
322,79248.41991375791,79145.5822138315,78759.46627035126
323,79247.85548548712,79133.92970987564,78756.31260677909
324,79240.22526252514,79132.27593032745,78756.1187417429
325,79240.22352924023,79128.90607275617,78754.15219763611
326,79233.15805156472,79126.52369143264,78727.64977070708
327,79228.06804389475,79125.6237616307,78716.92949182578
328,79215.06739156987,79125.13555586225,78697.22013084187
329,79212.52281866226,79117.10577249927,78695.80891677903
330,79211.39324842278,79110.99780379202,78688.30580622407
331,79208.28441524968,79108.84954045535,78685.68768621203
332,79203.19591318723,79106.28274527969,78682.12746734453
333,79198.95670759687,79103.59026309245,78670.29708570609
334,79185.38995266851,79102.95180445272,78661.3533283979
335,79181.43237754429,79102.45988989668,78655.31005110132
336,79175.49640082452,79094.71435883114,78655.06744505791
337,79170.12651585063,79093.53011159517,78642.81026956346
338,79168.71286,79086.71653423845,78633.79717009813
339,79163.62491250914,79085.35989802972,78614.49111935284
340,79155.42908155428,79081.28169770402,78609.80356867675
341,79150.0584840504,79081.15001260902,78608.1570444042
342,79148.36258403854,79068.22211062448,78596.61121660785
343,79143.83962,79063.21094063774,78583.14602596368
344,79140.16579312133,79062.29063360876,78575.89016031829
345,79139.88140204165,79061.43151199853,78572.14495744037
346,79136.77304345292,79058.90879729949,78571.53017903084
347,79129.42451912942,79058.8503782688,78570.78057196419
348,79128.01126912802,79058.50466970945,78565.27355023102
349,79124.90283124903,79053.6518625376,78560.86558255015
350,79109.07321445463,79034.39094505586,78559.64649510809
351,79105.96397536421,79027.23497603409,78557.76693114804
352,79095.50535175842,79023.62741722561,78556.18396782529
353,79086.17835639676,79021.36698071168,78555.96935714589
354,79082.50414366997,79019.50151162352,78551.89966733565
355,79081.93939724582,79017.34997639348,78550.94959000041
356,79075.15546092484,79015.72944323372,78547.91059179664
357,79074.59095167131,79004.86778745634,78546.94450933614
358,79059.60969094039,78983.94534887618,78545.0932587993
359,79058.19658905819,78978.21029526343,78532.16882134981
360,79048.58592570848,78964.8150649465,78529.80031895172
361,79026.25787928882,78960.9519644501,78526.20234963336
362,79010.42818494787,78952.32167372527,78525.8892053584
363,79001.10047799119,78952.09411479667,78524.01933551487
364,78989.22915808616,78950.07911015762,78523.80691948553
365,78980.4671461172,78944.43412190987,78521.79513411864
366,78961.53075065376,78943.5223707801,78513.94516438992
367,78951.63774370983,78943.48102365233,78501.79015738206
368,78935.52603212895,78917.74005283511,78489.27092783048
369,78934.11388720936,78900.40027359425,78487.54515634765
370,78901.6082089016,78897.40457410019,78486.84391783216
371,78898.78035761949,78879.17979099476,78486.33457321739
372,78896.23832227367,78878.67478022024,78483.50310258605
373,78894.82373105174,78875.13999931469,78478.14517688894
374,78886.62757111338,78863.6944575322,78476.9121162486
375,78876.45293988805,78853.74486017137,78476.57034003225
376,78875.32218212726,78851.2613329888,78472.48682646731
377,78869.38526017554,78832.25043076676,78466.80275527216
378,78868.82098547528,78825.21074392555,78458.02109389543
379,78863.7308306792,78795.6644266757,78456.09567583767
380,78860.90715974815,78795.04752785886,78448.58867373805
381,78845.92747807258,78793.17455367411,78443.42898597426
382,78843.94656271656,78790.99154605539,78442.12488295429
383,78842.81705652844,78778.05785433164,78441.00083696298
384,78838.01191767602,78775.87265245896,78436.71960831949
385,78837.16388883717,78775.21432597979,78433.224927604
386,78833.77161583114,78773.78248532234,78430.30845126155
387,78831.7946324769,78763.2880427859,78400.67662096281
388,78831.51253429324,78762.906679276,78396.74874775787
389,78829.24936351225,78758.60350563392,78388.13788340978
390,78829.2491270245,78756.45448463084,78385.43988935
391,78821.61905468104,78753.56701720957,78381.18938725107
392,78819.07425881906,78752.24706539139,78379.32558880791
393,78797.02680962379,78743.72903605367,78361.01044055994
394,78795.89644602052,78734.81115226513,78350.45518662615
395,78791.93980879194,78727.9422901211,78344.80194958535
396,78783.17700851776,78726.59304323165,78337.97521776424
397,78775.54544857118,78720.06269059927,78337.66572985824
398,78769.89314753978,78718.3167291058,78335.24234323027
399,78766.50133753302,78704.99234598628,78331.31885191088
400,78760.84746115236,78702.23241140225,78326.72766142627
401,78755.4785187993,78696.92039508195,78325.77340181152
402,78746.998851229,78692.95461116287,78322.14749363341
403,78746.14995626925,78691.85146736991,78321.84211830169
404,78742.19449987508,78681.11373666297,78310.39680899144
405,78741.90996006472,78678.62196536618,78309.7967032279
406,78740.49804866448,78677.6175186051,78306.81308071307
407,78739.08487739085,78655.77537726339,78288.80323471155
408,78739.08439495633,78646.96571695663,78277.88747879089
409,78719.01613615704,78641.81219337077,78276.58969773253
410,78714.77495927835,78632.14727051987,78270.59169649903
411,78713.92795385822,78630.2093780133,78270.3175892205
412,78711.10073546678,78628.29689365093,78266.99897312399
413,78692.16425738433,78626.45574783135,78266.97970151888
414,78691.31670083922,78619.8375300022,78263.78287962284
415,78684.81399972778,78617.48146017262,78262.90914371786
416,78684.25043078975,78609.26165606729,78261.23074715474
417,78678.59624057122,78606.5432281986,78259.41664333941
418,78670.68210930523,78600.48929577737,78254.59243430907
419,78662.2030613378,78581.05002110223,78248.43637326644
420,78661.63752535345,78577.07660195623,78245.16424153668
421,78659.65976195794,78575.18366251548,78234.94835979224
422,78655.42015924337,78574.8253210657,78222.65793552352
423,78655.41945134457,78568.16116088201,78220.26824627371
424,78651.46274460584,78549.44180512754,78215.14303517286
425,78650.332055951,78545.53397438854,78208.56322100232
426,78641.85168086519,78545.5143823913,78206.18140145572
427,78629.1335117748,78544.96457220957,78201.22429451164
428,78625.45779374542,78542.96115954289,78195.76606613719
429,78623.76260137625,78530.98325517835,78194.54429841241
430,78621.78404137821,78525.04394918735,78180.04382812015
431,78616.97913861698,78519.92685611737,78166.14181440769
432,78614.71754554113,78510.3884679734,78162.55017383225
433,78612.17376416348,78505.26970378999,78159.94229163488
434,78607.08629,78496.51429557931,78139.66411613388
435,78594.9325557848,78495.9567798585,78126.76169435297
436,78587.3010743492,78493.86686609744,78123.44112613553
437,78583.06044991859,78491.81226081974,78121.6362125887
438,78577.69016853385,78489.01616202785,78119.28405321839
439,78577.69001137846,78488.50110021881,78119.22472440486
440,78574.01625857402,78487.398246643,78117.38455678984
441,78574.01578712992,78481.3903361974,78114.5647105889
442,78573.73408001612,78474.032228605,78113.8327554157
443,78571.47099428496,78471.69715567834,78109.21470289228
444,78570.05853000958,78470.05727125789,78107.27308374192
445,78569.49425141697,78464.22824033922,78099.6159787287
446,78568.92886284465,78455.41208067353,78093.47566332627
447,78556.77355731871,78454.741011757,78080.81956493271
448,78556.49185,78450.4037809106,78077.5386472669
449,78540.09749167922,78449.72558500829,78065.82231103508
450,78535.57516025097,78442.02187603443,78063.53164955587
451,78511.26808404509,78437.85241175338,78060.98766325886
452,78505.89905862385,78430.66417720533,78058.8178005593
453,78505.33265953732,78430.59830618488,78058.1387952425
454,78483.8511409031,78423.61316290099,78055.69456286068
455,78480.45870303908,78417.75751886723,78049.16448092698
456,78476.78354675535,78416.71610108949,78048.7118688235
457,78471.1306152887,78415.06403131846,78047.23846491874
458,78469.71752224225,78408.26223001239,78020.80471723928
459,78452.19381,78407.92989681114,78019.28733843377
460,78451.06289619574,78407.88931204865,78017.18179102056
461,78445.40965088212,78398.5838799252,78014.10829586873
462,78443.14845089796,78385.51835650748,78012.62315466761
463,78442.58377844258,78382.98308971923,78012.5034847892
464,78433.82090252943,78379.46534521863,78010.64445828079
465,78433.53762506337,78371.19245213995,78002.27418191117
466,78427.88485043749,78369.68558308958,77987.4372544701
467,78426.47222786765,78360.4531243309,77986.55783020877
468,78422.23089944418,78359.48842716852,77983.9539606964
469,78414.31848317137,78358.53230789266,77976.84923501207
470,78406.96918115122,78349.65478406788,77975.185706871
471,78405.27328116308,78345.1977592719,77975.12203559687
472,78398.48912242113,78343.81103757748,77974.67433756792
473,78395.66425876964,78334.61070885067,77973.21923775664
474,78392.83752357135,78332.69727129169,77968.29253909556
475,78386.61928193309,78329.71919120621,77963.0458226285
476,78386.61904677324,78328.86429410012,77957.62340529196
477,78380.4006583804,78323.15417334577,77956.13636501259
478,78376.44434214088,78315.77885655541,77955.67292368795
479,78376.16136863313,78297.12674035746,77951.66808460395
480,78375.59653888273,78295.02403011938,77944.314512699
481,78373.61657813191,78294.01232419461,77936.46679140067
482,78369.94164793062,78289.31834384974,77936.36050304853
483,78359.4849885164,78286.28926827572,77922.49399016524
484,78353.54838823224,78279.2508963529,77916.64113723443
485,78347.33101843132,78270.91933553445,77916.04618599918
486,78323.30572826313,78269.49120646372,77908.23908035741
487,78320.47921824336,78268.65876673834,77902.32567897465
488,78318.21731336357,78254.3974177091,77896.27372596065
489,78317.65076028225,78242.92352976228,77891.86488263858
490,78307.75846030688,78242.51794014772,77891.10718480799
491,78295.888784663,78229.27751861866,77889.86411907355
492,78289.95296802965,78229.0057761532,77888.8997407724
493,78272.99252899707,78226.12285284142,77885.27875359818
494,78268.75347346251,78217.05048533258,77880.26051433406
495,78265.92697346814,78213.38810614563,77873.95076242235
496,78263.66592,78212.7760691926,77871.43527237183
497,78261.12183521662,78209.21570481405,77864.24987360186
498,78258.5775056728,78207.2339753236,77854.25135031078
499,78256.88215348625,78205.58770152996,77844.84200426441
500,78254.05611301622,78202.5176939631,77844.42050775958
501,78252.35989999998,78200.26131096488,77843.26294525866
502,78249.81581525053,78189.33800478512,77839.58590992696
503,78247.27320721454,78184.28627852458,77834.01632188352
504,78242.46666054521,78180.10546413506,77823.82028178839
505,78233.13967,78163.35006012872,77818.77906588627
506,78217.02898108515,78115.29113712713,77788.21439910444
507,78208.2659507504,78112.4713980062,77783.79563244627
508,78196.96118196959,78109.77262997575,77783.0205820263
509,78188.19901188198,78109.03951040642,77782.11276869121
510,78182.82786999998,78105.09681089313,77773.60384867602
511,78178.30562635662,78097.0608895621,77756.35870999211
512,78172.37026903422,78096.27468133578,77755.58894306084
513,78162.75937734896,78091.3731454116,77751.8667620337
514,78162.47657102514,78086.70513705001,77738.76330828955
515,78155.9763826239,78077.73575089668,77738.70272771826
516,78151.45327924275,78064.0294219366,77738.17802110787
517,78148.62700370274,78063.05303861824,77704.53709351349
518,78146.36658517092,78063.00052093781,77701.35092638638
519,78139.8647555804,78053.81996888606,77701.05099129799
520,78139.0175088341,78047.25321684798,77694.55220915595
521,78137.03731794443,78042.94583007635,77692.91864417795
522,78134.49463,78038.86201031253,77687.14161312865
523,78126.01613563819,78031.83397925997,77686.57623107509
524,78125.45044500359,78030.63092383908,77685.92380824314
525,78124.60241687222,78029.45904672626,77683.80386192865
526,78124.32054811344,78023.10723695131,77677.56494422207
527,78118.94854752421,78022.9705470037,77675.12891630459
528,78113.57756263707,78021.24346233554,77653.54468215856
529,78112.44743132532,78017.79294397883,77653.47536743342
530,78101.70757050853,78014.18179295334,77644.98702828647
531,78098.03303239214,78006.59012126997,77639.28866235889
532,78083.33489,77993.6554673367,77614.14804860667
533,78080.50870232204,77991.25583078808,77609.90697049542
534,78079.66036192035,77991.14514267564,77605.43660157049
535,78072.31120771077,77981.78795134895,77604.27932598187
536,78066.37656259738,77980.59298329496,77603.54012330234
537,78066.37609419913,77969.19188258302,77601.11431758032
538,78061.28729132583,77968.99943161427,77599.44886353821
539,78052.80926442248,77963.51490308536,77586.5991048442
