time,OriginalLoad,LoadTSOM,LoadDSOM
7754,59163.89690581312,60595.10104614154,60216.19004734734
7755,57450.42574369144,58850.91828249799,57783.81457023467
7756,57152.8602121298,57350.972455703384,57532.82573042878
7757,58009.54673314475,58892.192702525295,58288.06204975518
7758,61341.966702341626,62883.54713772179,62423.135452338305
7759,69133.81401450443,69335.01055586057,69517.50975092512
7760,75196.16388289405,75143.34643261303,75195.16690074348
7761,77440.62827483585,75883.56749170015,77254.11588919828
7762,77532.01078694656,77868.31745903533,76984.04113416938
7763,77794.9726328199,78582.30791230345,78874.86897553428
7764,77940.41931548144,78908.9577743491,76899.87678441982
7765,76820.2803481344,78811.46642265325,78556.72865885425
7766,76372.16588914057,77837.03901376942,76622.22663328273
7767,75791.62201298983,76147.79591601173,76869.21535113122
7768,75167.67634959113,73429.31467697937,73672.90330827533
7769,76179.65426913925,74634.74239140336,75314.1042832556
7770,80123.68947687236,78763.06965711192,79083.76887826512
7771,80945.90313898801,79268.45065160519,79880.5320829654
7772,79726.36851870452,77935.62990577337,78768.31766840463
7773,76170.0712068456,74847.00980964699,75718.34411961948
7774,73134.75887544891,72273.65766934057,72851.71655884312
7775,70280.24916643879,70307.12004517399,70233.13236528066
7776,66295.03622687055,66141.4013252062,66358.9591580259
7777,61451.664964911164,62386.65466746446,62353.92224597383
7778,58776.97667737013,60071.07070132094,59669.08834755933
7779,57057.487482954835,58624.44712187032,58251.9245086635
7780,56761.19751258586,58335.01002317394,57417.2015145829
7781,57625.5701074541,59211.45955794639,58202.81821607236
7782,60978.431762430904,61996.34760562743,61318.23450532823
7783,68815.80679716285,69558.6390096068,68859.30575596153
7784,74912.17163069031,74040.68447953535,74721.08623728644
7785,77167.65817960465,75538.27456707162,76854.70130493122
7786,77260.77414666947,77281.51516468657,77105.56374572797
7787,77528.41305024928,78812.98434416455,77390.39227483228
7788,77677.49017630535,79555.51929505379,77156.16383364238
7789,76552.21625749038,76239.83687737324,76739.46475808421
7790,76100.5367684965,76142.13350002802,76051.8501144043
7791,75514.95606096962,74569.8904992417,74957.00421342526
7792,74888.23032830482,73407.94749238565,74519.04216655085
7793,75904.78718546769,74605.44291380508,75231.76039315353
7794,79867.36709054036,78323.29552687648,78953.00277135387
7795,80688.56684504132,79144.15482934089,79916.73577180687
7796,79459.25292228072,77985.64250588973,78934.00052330637
7797,75881.30377684366,74790.00456747401,75676.19702881598
7798,72826.49825388721,72513.55333639056,72790.75226749883
7799,69954.52316854669,70863.17749588071,70296.52483895098
7800,65945.23809980396,65599.43316385364,66230.38190814889
7801,60118.11479802141,60924.48628518445,60851.06828327652
7802,57411.43936057191,58572.1529778452,57926.15361251907
7803,55677.559219367504,56638.64784711958,56213.19383865255
7804,55388.79178936557,56208.89062709572,56004.44560473126
7805,56280.04928937158,57435.01433350239,56739.910055455475
7806,59697.08148434883,60046.363775896236,60238.00369357435
7807,67677.12313247623,67565.68095967312,67600.83393012153
7808,73876.84112930715,72465.19070954359,73713.97916519991
7809,76164.41294822171,74192.03331754597,76011.64215864446
7810,76261.74807923156,77703.89924064111,76238.00858664875
7811,76543.77792960044,77465.59315374677,76059.00727395993
7812,76705.80690776666,78900.23300675045,76004.40855841957
7813,75565.45520152041,76893.67018702922,76528.36611609781
7814,75102.13212830627,75378.58888997647,75512.7391623147
7815,74498.98792435724,73757.56482958594,74185.9446556936
7816,73863.92198389425,73060.50031039352,73401.67352400567
7817,74893.88858692872,74302.28853063707,74485.87196471206
7818,78911.25220989165,77826.97841272896,78260.63758777177
7819,79725.45273118159,78610.22943994142,78990.90407267255
7820,78463.98812502624,76840.8255882394,77815.7949071228
7821,74818.30340958876,73832.02311071534,74626.43886461265
7822,71701.6495221365,70940.53062786271,71768.81225538645
7823,68772.60125009832,68545.39775702312,68697.7058107698
7824,64687.10957676792,64700.70479867071,64931.945034985234
7825,59167.658175996636,60043.82172544894,59790.102328329696
7826,56439.461731758,57155.142590738425,56788.810077400216
7827,54695.54063449849,56252.28904735232,55271.401581905586
7828,54411.02507513878,55428.90835486648,54754.790579984634
7829,55319.48629789721,56238.15048508093,55744.46180926557
7830,58778.2522385628,59255.71614596807,59210.00737497122
7831,66850.91925329634,65856.59221395175,66897.87499818289
7832,73118.27470003597,72929.99865354874,72853.05095922721
7833,75427.07316546443,73468.91152134782,75015.70254536824
7834,75527.4173126211,76786.47479039447,75358.32776464592
7835,75818.80127840285,76742.79838028677,75848.54808124468
7836,75988.90881078935,77286.63783153996,75374.52195624723
7837,74838.61426857972,76389.75672425906,76205.15167731827
7838,74367.83406839307,74928.30336587112,74452.9028519387
7839,73753.56958737972,73275.70810966466,73341.48305100987
7840,73113.07433517354,71567.16894334376,72734.67147420709
7841,74151.67550628149,72673.9077945225,73585.72366837623
7842,78205.37626988691,77600.8491994934,77704.47907540668
7843,79015.48845402083,78280.8469831776,78550.0482900437
7844,77733.32050850756,76292.3684359137,77253.08226831887
7845,74043.71069866607,73576.46097366375,73850.49657152955
7846,70886.9911070851,70263.03443723335,70937.82698546186
7847,67921.016973854,67624.86315799113,67849.6318160971
7848,63786.236307770996,63441.01689440224,63986.62897357992
7849,56081.519637076664,56757.601779080724,56465.34040460382
7850,53484.21539522425,53390.99686484875,53533.75446794093
7851,51852.8707498921,52835.77279286618,51880.0848140832
7852,51165.99740098837,51620.41045558796,51307.70152686849
7853,50961.31888961083,51449.53782771763,51041.215668506855
7854,51090.93553080438,50748.69701603091,51307.53710774354
7855,52346.05503769361,51680.325381777955,52414.323235058655
7856,55422.83946120066,54693.10291108058,55432.8256486574
7857,58774.19660810406,59391.67924953952,59077.733557726155
7858,61098.98864848677,62282.73130931349,60630.96647087747
7859,61999.861917483686,63843.57093131393,61596.00463254274
7860,62312.24358289863,64327.04034393193,62321.00209531736
7861,61374.93505316753,62351.14330179069,61651.78514893606
7862,59982.44741783701,62362.87270180396,59966.59094999836
7863,59040.65807058294,58461.736521269006,58997.31062712298
7864,58803.828875810694,57679.67528514979,59146.22967917773
7865,60636.77760297906,59173.26967659184,60451.87878836215
7866,64574.50041814331,63455.4703188284,64329.299073451024
7867,65374.440819433126,64109.275283799034,65108.03585006743
7868,63867.3816236431,62829.01615531633,63652.10992864111
7869,60800.016728943454,59543.34710930071,60654.21876347662
7870,58864.76145278359,57954.12461247757,58797.1980576806
7871,57685.97937727101,56256.15248170565,57742.42979173808
7872,54973.54756110588,55372.76755004219,55064.74157258596
7873,53290.91881448899,52235.91931255135,53630.06633994323
7874,50531.48747437858,49849.50867597038,50506.63387313253
7875,48717.86840528372,48729.13611755822,49044.62181861161
7876,47863.47135307612,47167.41556904144,48007.91186028925
7877,47480.05074123865,48618.36904002306,47556.43944534288
7878,47246.49221619121,46414.10737308884,47308.56494678736
7879,47272.75569408129,47331.39327980833,47516.55600265418
7880,49279.34427693891,49212.329701678194,49308.99296793755
7881,52845.846078339186,52342.645180315565,53316.26529072133
7882,55682.10545028498,57363.10871831922,55372.834048959776
7883,57455.822348737354,56986.699415603514,56927.01426467081
7884,59123.50413471193,60325.69900728822,59048.55598225182
7885,58404.05491534927,59215.15703198048,58335.73473978276
7886,56823.798131118376,57100.05416277605,56644.13530702702
7887,55789.61236413892,55942.585877437574,55858.44296190605
7888,55311.603983860456,55405.26861813131,55728.65500484775
7889,57262.26411442411,56792.71690257039,57087.321072854706
7890,62533.210029505644,61784.26850412327,62400.19086886907
7891,64886.48960319131,64032.44873861419,64547.53103311829
7892,63978.35544740533,62850.01328738898,63710.165185155056
7893,61796.328140509824,62933.97592840263,61909.04751895663
7894,60456.75994132646,60037.34201860144,60319.72829694872
7895,60053.22471068154,60957.35208102264,60112.819254071124
7896,57039.00819900975,57496.86202597631,56926.14848343242
7897,57857.10081727217,57971.20714888761,58429.946974763116
7898,54890.1781898209,55344.57662661591,55423.58984955161
7899,53043.49264980841,54371.37089243698,53721.76674610656
7900,52825.17544567849,53171.9523920911,53217.40544865637
7901,53949.07568320904,55403.6607842797,54343.32029623444
7902,57912.571375804655,58167.86036310678,58313.67704630371
7903,67102.07398146314,66655.61209021781,67325.99976304546
7904,74173.39275325413,73449.90212113113,74208.677076698
7905,76728.63618244571,75218.64824395346,76225.12378106399
7906,76859.29943795121,76637.28028554627,76488.88394403452
7907,77264.30646997229,78010.40627712179,77213.61339637628
7908,77537.24385850625,78333.12545248089,77139.65478952833
7909,76272.08339556189,78294.15358903895,76604.79002546718
7910,75708.67782876908,76797.6573248459,75810.58595877256
7911,74953.15312234197,73662.60187112456,74703.3965896569
7912,74247.47342252068,72266.5822930456,74049.64161246266
7913,75389.5912904183,74187.20463229173,74820.1622728828
7914,79866.15694274216,79756.15506974899,79341.99285178832
7915,80614.51888247202,80245.81216140836,80021.95862238169
7916,79076.19208411298,78729.0495365279,78550.23118801924
7917,74856.53753867159,73444.82488144048,74639.5106765529
7918,71212.9787585552,70527.56201786884,71134.6843660806
7919,67794.99806935775,68142.18488154082,67977.6630331696
7920,63061.39048336243,64406.907727320955,63490.022354475615
7921,62571.31333179947,62641.10300092729,63227.628107475146
7922,59909.47877627688,60819.28958298303,60452.99596481287
7923,58189.400861311115,59412.87494104904,58788.88624669479
7924,57876.2342351622,58458.3646810811,58449.32848178399
7925,58709.89524131463,60301.58104491383,59224.69834123396
7926,62002.83822693324,61509.42695889373,62403.60862057182
7927,69712.88608927898,69465.44295622647,69970.95109741091
7928,75725.03117739306,74564.63992318492,75306.89705147732
7929,77958.60423915129,75932.88242401482,77343.50250327493
7930,78051.68749951888,79158.337030114,77923.0175977693
7931,78306.08019071327,79568.95167093253,78419.18696528545
7932,78439.94870254905,79754.820004433,77949.97844161766
7933,77324.29055272497,79029.04100541469,78049.09579688622
7934,76885.17043547428,77794.99023490358,77132.77897958097
7935,76320.29306730536,76751.80805136413,75860.25327219775
7936,75700.73010133785,74545.67092334953,75585.26112317845
7937,76706.9189354731,75282.66047566576,76098.44670950828
7938,80630.02185696753,79620.86188825454,79916.33333440758
7939,81466.98623954199,79865.55623793168,80684.92848121774
7940,80271.91622879996,78879.70642701561,79395.68646866592
7941,76754.4090598771,75320.51885300595,76516.66438071537
7942,73758.21393838893,73831.81244952086,73738.97660370798
7943,70943.54098662676,70521.95025324347,71211.60874065863
7944,67005.45839779277,68189.05735328917,67570.63506157968
7945,63016.54960143552,63195.910573978166,63437.357787377216
7946,60363.87292114234,61628.08551726572,61244.85217989763
7947,58646.73860892889,59689.13895877754,59611.78627513251
7948,58328.6659781928,59574.647156027575,59264.72143967018
7949,59150.74881351946,59885.20901746098,59435.1739756935
7950,62418.80200253238,63184.376311026484,62952.77532249919
7951,70074.55674744658,69946.73561830119,69936.65611022197
7952,76049.02372033102,75470.92856464148,75729.76788728844
7953,78271.60733181397,76245.31266116662,78083.13819471037
7954,78363.87292475035,79673.26604890975,78711.06563108433
7955,78612.5746506236,80010.4630961384,79081.71302021082
7956,78740.94843732171,80134.93339403131,78253.24681448242
7957,77630.35982557111,78131.84514509614,78668.5568715888
7958,77196.04759281586,78818.13307050917,77250.62769890591
7959,76638.72547171115,75234.31239375651,75820.69435150677
7960,76022.23693528498,74541.01969904335,75348.16555199343
7961,77023.68329831927,76458.06672155288,76636.47134873351
7962,80927.88174880442,79655.96274491963,80099.55807949936
7963,81769.2942422046,80515.81683883099,80961.3057070168
7964,80587.56856393971,80061.60506134498,79725.00276207978
7965,77095.7688590537,76061.01513543993,76628.60098958835
7966,74123.776693529,73549.34871036698,73865.99363924115
7967,71332.09654993216,70511.63192034668,71279.52430311429
7968,67423.5154020158,67631.15256228796,67782.16097968371
7969,62879.5085399667,63306.299436223715,63479.38185379022
7970,60221.20630774688,59962.1909446854,60703.41655888504
7971,58500.89944590039,58827.406578744216,58967.05131848446
7972,58182.6305749808,59351.9821467496,58776.65868076989
7973,59007.39535948179,59390.79398596897,59293.80374278662
7974,62283.134622347985,62610.791808462905,62863.55773439648
7975,69956.51827707882,68771.65706553885,70208.62224242996
7976,75944.55852932116,75365.81884171724,75549.91712282272
7977,78171.81919851052,78192.04320839544,77411.14438764229
7978,78265.09869906162,77283.97185328881,77595.29783233738
7979,78515.53387988899,77504.9513302367,78474.09349480363
7980,78645.0524009908,79533.36648060865,78225.34810443861
7981,77532.14161373557,79395.46609850682,78551.32695474788
7982,77096.68464657664,78849.67912554725,77708.43001830924
7983,76537.72719060957,75278.67627407164,76188.42808719537
7984,75920.22474656868,76950.07660787653,76123.1180470243
7985,76923.40456455715,76597.73873530755,76545.9369270209
7986,80835.35450229002,80384.01273353696,80108.3422706236
7987,81677.06135596542,81370.41032117454,80955.73134263438
7988,80491.93418118676,80182.0414659803,79769.74059733098
7989,76991.66344171354,76688.58642790897,76564.58540601244
7990,74012.50850949156,74275.88479666843,74176.48167408256
7991,71214.35243983958,70049.79714436596,71315.08906599593
7992,67296.67883008833,66979.44844633402,67547.58839333455
7993,62727.38969106658,62811.65262379109,63243.85511677026
7994,60063.26566673664,60394.65086866425,60470.9117716823
7995,58339.68813516535,58553.29270917441,58938.622848096114
7996,58021.3865575485,58685.76184903019,58487.53748000036
7997,58848.767877829334,59148.48600807407,59238.689853212265
7998,62132.61840161303,63320.490438508285,62587.29423114729
7999,69824.57946038067,69384.73306470204,70174.34543870839
8000,75826.91253932037,75899.1432440916,75931.17380721467
8001,78059.14462649144,77604.38333766726,77261.11939100805
8002,78153.27450117095,75836.92530264404,77096.7727783602
8003,78405.6066704387,77299.95072570816,78240.98061068091
8004,78536.43345943042,77563.80753493652,78075.23508743553
8005,77421.16778997333,78880.68897986069,78121.65594134106
8006,76984.36984822726,76456.15214376229,76828.10791447455
8007,76423.67893730605,78300.24510238584,76728.083888208
8008,75805.06446555874,76919.8862474361,75874.83610858931
8009,76810.20668538204,76953.11803690449,76337.28679781544
8010,80730.26788403244,80305.7455590981,79991.25335081456
8011,81572.04015110235,81376.26747527355,80862.58990122184
8012,80383.24982623191,80063.85491722025,79727.00437770695
8013,76874.27910529073,76708.65884418243,76784.66562074827
8014,73887.33997912376,72838.54933233929,74274.1767886734
8015,71082.54444993046,72058.87410687326,71290.35619134102
8016,67155.3204845828,66703.2787416056,67502.0418986832
