time,price
1,30.98147701262109
2,29.05302850163054
3,28.40964240275747
4,27.171449756454162
5,26.975501805803844
6,26.59196385939374
7,26.59196385939374
8,26.975501805803844
9,27.37026524223634
10,28.40964240275747
11,29.05302850163054
12,30.813099420644342
13,30.98147701262109
14,30.813099420644342
15,30.366159739833503
16,30.813099420644342
17,31.124824693703907
18,32.39777310953857
19,31.881215435644343
20,31.124824693703907
21,28.40964240275747
22,26.21917932526729
23,28.40964240275747
24,24.66331593348209
25,22.995509730620327
26,22.716212048191135
27,22.4436175
28,21.173224059324717
29,20.936210351985373
30,20.397205194713745
31,20.380940364889533
32,20.397205194713745
33,21.293754747231954
34,22.716212048191135
35,22.995509730620327
36,24.66331593348209
37,23.427575682077954
38,22.995509730620327
39,22.995509730620327
40,22.995509730620327
41,22.995509730620327
42,26.975501805803844
43,27.171449756454162
44,27.171449756454162
45,26.975501805803844
46,26.40425588413882
47,26.40425588413882
48,23.427575682077954
49,25.032205356510563
50,25.032205356510563
51,25.032205356510563
52,25.03220535651056
53,25.032205356510563
54,26.21917932526729
55,26.21917932526729
56,26.40425588413882
57,28.40964240275747
58,30.98147701262109
59,31.70888453963054
60,32.39777310953857
61,32.39777310953857
62,32.39777310953857
63,32.39777310953857
64,32.39777310953857
65,32.40963337205469
66,33.34874553086987
67,33.37422240647683
68,33.372420406537806
69,33.34874553086987
70,33.17784119093753
71,32.97429615588092
72,31.124824693703907
73,31.63628293289445
74,31.155289784237212
75,31.146752406959884
76,31.146752406959884
77,31.168864048011336
78,32.39777310953857
79,35.65792637193106
80,40.210002081191845
81,41.52420854733291
82,41.52420854733291
83,41.52420854733291
84,41.52420854733291
85,41.52420854733291
86,41.52420854733291
87,41.52420854733291
88,41.52420854733291
89,41.52420854733291
90,41.52420854733291
91,41.52420854733291
92,41.52420854733291
93,41.52420854733291
94,40.210002081191845
95,38.340808108433265
96,34.63972750989089
97,29.05302850163054
98,26.975501805803844
99,26.40425588413882
100,26.21917932526729
101,24.66331593348209
102,24.335165373971066
103,24.310031703291042
104,24.335165373971066
105,26.59196385939374
106,29.05302850163054
107,29.05302850163054
108,29.23652215412017
109,29.05302850163054
110,28.40964240275747
111,29.05302850163054
112,30.98147701262109
113,31.63628293289445
114,32.19457027381294
115,32.40963337205469
116,32.40963337205469
117,32.40963337205469
118,32.40963337205469
119,32.40963337205469
120,31.70888453963054
121,31.63628293289445
122,31.171608798196317
123,31.168639817285182
124,31.166571911699524
125,31.17895443068834
126,32.39777310953857
127,36.815651254011556
128,40.895053874098316
129,41.52420854733291
130,41.52420854733291
131,41.52420854733291
132,41.52420854733291
133,41.52420854733291
134,41.52420854733291
135,41.52420854733291
136,41.52420854733291
137,40.587572263853815
138,40.210002081191845
139,39.09340676502571
140,38.593050265578945
141,37.056276430433265
142,36.049231043
143,34.58127256305469
144,31.881215435644343
145,31.633420411806387
146,31.633420411806387
147,31.63171240432208
148,31.63171240432208
149,31.63171240432208
150,31.63628293289445
151,34.67619530950032
152,40.210002081191845
153,41.68831098456117
154,42.17302430386889
155,42.17302430386889
156,42.17302430386889
157,42.17302430386889
158,42.17302430386889
159,42.17302430386889
160,42.17302430386889
161,41.52420854733291
162,41.52420854733291
163,41.20722985282937
164,40.587572263853815
165,38.593050265578945
166,36.07255216857007
167,34.86036271660796
168,32.771752180703906
169,26.782359785764413
170,23.87618882784936
171,23.128900955334576
172,23.12332378433944
173,23.112492979893087
174,23.112492979893087
175,23.128900955334576
176,26.40425588413882
177,29.072043391462124
178,30.813099420644342
179,30.813099420644342
180,30.813099420644342
181,30.813099420644342
182,29.05302850163054
183,30.813099420644342
184,30.366159739833503
185,29.05302850163054
186,30.813099420644342
187,30.366159739833503
188,29.05302850163054
189,26.59196385939374
190,26.40425588413882
191,23.427575682077954
192,22.716212048191135
193,26.40425588413882
194,24.32625995235166
195,24.31838729348604
196,24.318212345511252
197,24.312523296553216
198,24.32625995235166
199,29.05302850163054
200,31.70888453963054
201,32.39777310953857
202,32.231558459611314
203,32.39777310953857
204,32.39777310953857
205,32.39777310953857
206,32.39777310953857
207,32.231558459611314
208,31.70888453963054
209,31.124824693703907
210,31.124824693703907
211,31.124824693703907
212,31.124824693703907
213,31.63628293289445
214,30.98147701262109
215,29.05302850163054
216,26.59196385939374
217,23.87618882784936
218,23.35725430597624
219,23.346313930096407
220,23.346313930096407
221,23.346313930096407
222,23.35725430597624
223,29.05302850163054
224,31.124824693703907
225,31.124824693703907
226,31.124824693703907
227,31.124824693703907
228,30.98147701262109
229,29.23652215412017
230,30.366159739833503
231,30.813099420644342
232,29.05302850163054
233,29.05302850163054
234,28.40964240275747
235,29.05302850163054
236,31.124824693703907
237,31.124824693703907
238,29.05302850163054
239,26.40425588413882
240,22.995509730620327
241,20.936210351985373
242,16.936274386522324
243,16.936274386522324
244,16.936274386522324
245,16.936274386522324
246,16.936274386522324
247,16.936274386522324
248,16.93627438652232
249,21.415665550711985
250,22.4436175
251,21.415665550711985
252,16.936274386522324
253,16.93058897114425
254,16.926197337740618
255,16.926664724946043
256,16.936274386522324
257,21.173224059324717
258,22.579092049534445
259,22.579092049534445
260,22.579092049534445
261,22.579092049534445
262,22.579092049534445
263,22.579092049534445
264,22.4436175
265,27.932120113092854
266,27.91230466480461
267,27.910797574371415
268,27.929176635234448
269,28.40964240275747
270,30.98147701262109
271,34.86036271660796
272,37.21210946150032
273,37.21210946150032
274,37.21210946150032
275,37.21210946150032
276,36.893985156931066
277,36.07255216857007
278,35.65792637193106
279,35.604178804937526
280,35.604178804937526
281,36.27595576493106
282,37.21210946150032
283,37.21210946150032
284,36.813768996664926
285,34.86036271660796
286,33.52082080553857
287,32.231558459611314
288,30.813099420644342
289,28.75892639530714
290,28.758926395307142
291,28.758926395307142
292,28.758926395307142
293,28.758926395307142
294,30.813099420644342
295,32.771752180703906
296,36.815651254011556
297,36.893985156931066
298,34.67619530950032
299,33.17784119093753
300,32.39777310953857
301,31.70888453963054
302,31.881215435644343
303,32.39777310953857
304,34.58127256305469
305,36.893985156931066
306,38.340808108433265
307,38.34383947798586
308,38.340808108433265
309,36.815651254011556
310,35.604178804937526
311,34.10548628412116
312,32.39777310953857
313,30.98147701262109
314,30.98147701262109
315,30.981477012621095
316,30.981477012621095
317,30.98147701262109
318,31.124824693703907
319,34.86036271660796
320,40.587572263853815
321,41.278915197885645
322,40.210002081191845
323,39.09340676502571
324,38.340808108433265
325,37.54708803458066
326,38.593050265578945
327,40.17906603066493
328,40.587572263853815
329,41.278915197885645
330,41.307132437207414
331,41.30386679700863
332,41.29254843995592
333,40.587572263853815
334,37.54708803458066
335,35.98861128988092
336,33.92868803981294
337,32.231558459611314
338,31.124824693703907
339,30.98147701262109
340,30.813099420644342
341,30.813099420644342
342,30.98147701262109
343,33.94976223371461
344,37.54708803458066
345,40.17906603066493
346,38.340808108433265
347,37.056276430433265
348,36.813768996664926
349,35.88360945089089
350,35.88360945089089
351,35.604178804937526
352,35.98861128988092
353,36.813768996664926
354,38.877082818164965
355,38.593050265578945
356,37.300067720578944
357,34.86036271660796
358,33.17784119093753
359,31.881215435644343
360,29.05302850163054
361,31.129079703802137
362,31.124824693703907
363,31.117461230250594
364,31.12907970380214
365,31.12907970380214
366,31.63628293289445
367,35.604178804937526
368,41.20722985282937
369,41.52420854733291
370,41.52420854733291
371,41.52420854733291
372,41.52420854733291
373,41.52420854733291
374,41.52420854733291
375,41.52420854733291
376,41.52420854733291
377,41.52420854733291
378,41.52420854733291
379,41.52420854733291
380,41.52420854733291
381,41.52420854733291
382,40.28467993239372
383,38.593050265578945
384,35.98861128988092
385,33.52082080553857
386,32.39777310953857
387,31.881215435644343
388,31.70888453963054
389,31.70888453963054
390,31.124824693703907
391,31.63628293289445
392,32.97429615588092
393,35.604178804937526
394,37.21210946150032
395,37.54708803458066
396,37.54708803458066
397,36.813768996664926
398,34.86036271660796
399,34.86036271660796
400,35.88360945089089
401,36.813768996664926
402,40.210002081191845
403,40.587572263853815
404,38.877082818164965
405,35.65792637193106
406,34.10548628412116
407,33.52082080553857
408,32.39777310953857
409,30.98147701262109
410,30.366159739833503
411,29.05302850163054
412,29.05302850163054
413,29.05302850163054
414,28.192685370530103
415,28.192685370530107
416,29.05302850163054
417,30.98147701262109
418,31.70888453963054
419,32.39777310953857
420,32.39777310953857
421,32.39777310953857
422,31.70888453963054
423,32.39777310953857
424,33.17784119093753
425,33.94976223371461
426,37.21210946150032
427,37.54708803458066
428,37.21210946150032
429,35.88360945089089
430,34.86036271660796
431,35.65792637193106
432,33.94976223371461
433,36.893985156931066
434,36.813768996664926
435,36.813768996664926
436,36.893985156931066
437,37.056276430433265
438,40.17906603066493
439,41.52420854733291
440,53.61827840045261
441,53.61827840045261
442,53.61827840045261
443,53.61827840045261
444,53.61827840045261
445,53.61827840045261
446,53.61827840045261
447,53.61827840045261
448,53.61827840045261
449,53.61827840045261
450,53.61827840045261
451,53.61827840045261
452,53.61827840045261
453,46.53575095546981
454,43.53344444808982
455,42.17302430386889
456,40.28467993239372
457,41.52420854733291
458,41.52420854733291
459,41.20722985282937
460,41.52420854733291
461,41.52420854733291
462,41.52420854733291
463,45.754419039880375
464,61.00367151953053
465,61.00367151953053
466,61.00367151953053
467,61.00367151953053
468,61.00367151953053
469,61.00367151953053
470,61.00367151953053
471,61.00367151953053
472,61.00367151953053
473,61.00367151953053
474,61.00367151953053
475,61.00367151953053
476,61.00367151953053
477,55.65100114356267
478,44.612786039640895
479,42.17302430386889
480,40.587572263853815
481,40.58869301836216
482,40.587572263853815
483,40.584193757509816
484,40.587572263853815
485,40.587572263853815
486,40.608525500314165
487,42.84243738793682
488,54.142729871718224
489,54.142729871718224
490,54.142729871718224
491,54.142729871718224
492,54.142729871718224
493,54.142729871718224
494,54.142729871718224
495,54.142729871718224
496,54.142729871718224
497,54.142729871718224
498,54.142729871718224
499,54.142729871718224
500,54.142729871718224
501,44.984559261508146
502,42.84243738793682
503,41.52420854733291
504,40.17906603066493
505,40.46780361209782
506,40.466686195645885
507,40.45963621551921
508,40.452699596481864
509,40.466686195645885
510,40.46780361209782
511,42.17302430386889
512,53.98147110773778
513,53.98147110773778
514,53.98147110773778
515,53.98147110773778
516,53.98147110773778
517,53.98147110773778
518,53.98147110773778
519,53.98147110773778
520,53.98147110773778
521,53.98147110773778
522,53.98147110773778
523,53.98147110773778
524,53.98147110773778
525,46.13800949703657
526,43.18517689226222
527,42.17302430386889
528,40.210002081191845
529,41.20722985282937
530,41.20722985282937
531,40.78856326295943
532,41.0841325589958
533,41.20722985282937
534,41.52420854733291
535,42.17302430386889
536,55.65100114356267
537,55.65100114356267
538,55.65100114356267
539,55.65100114356267
540,55.65100114356267
541,55.65100114356267
542,55.65100114356267
543,55.65100114356267
544,55.65100114356267
545,55.65100114356267
546,55.65100114356267
547,55.65100114356267
548,55.65100114356267
549,44.612786039640895
550,42.17302430386889
551,41.52420854733291
552,40.17906603066493
553,36.43444399212649
554,34.15427887472096
555,34.58127256305469
556,34.58127256305469
557,34.10548628412116
558,32.771752180703906
559,32.19457027381294
560,33.17784119093753
561,34.58127256305469
562,36.815651254011556
563,38.593050265578945
564,40.210002081191845
565,40.210002081191845
566,39.63610567618567
567,38.593050265578945
568,38.340808108433265
569,38.340808108433265
570,40.587572263853815
571,41.20722985282937
572,40.210002081191845
573,36.813768996664926
574,34.86036271660796
575,34.63972750989089
576,32.97429615588092
577,31.70888453963054
578,30.98147701262109
579,30.366159739833503
580,29.181880915596444
581,29.181880915596444
582,29.181880915596448
583,29.163323519269486
584,29.181880915596448
585,31.63628293289445
586,33.17784119093753
587,34.86036271660796
588,36.813768996664926
589,36.578130923500325
590,34.86036271660796
591,34.58127256305469
592,34.86036271660796
593,35.65792637193106
594,38.86450110559109
595,38.87994202172054
596,38.877082818164965
597,38.340808108433265
598,36.893985156931066
599,37.54708803458066
600,35.65792637193106
601,33.52082080553857
602,32.99292674189473
603,32.97877364813282
604,32.97429615588092
605,32.99292674189473
606,34.42186758793106
607,40.587572263853815
608,43.53344444808982
609,43.94006135333603
610,43.94006135333603
611,43.94006135333603
612,43.94006135333603
613,43.18517689226222
614,43.18517689226222
615,42.95159313550515
616,42.50509536484597
617,42.17302430386889
618,43.53344444808982
619,43.53344444808982
620,42.84243738793682
621,41.52420854733291
622,40.17906603066493
623,36.815651254011556
624,33.80383819493106
625,32.39777310953857
626,32.3908735058514
627,32.3908735058514
628,32.3908735058514
629,32.39777310953857
630,32.39777310953857
631,36.815651254011556
632,41.52420854733291
633,42.17302430386889
634,42.17302430386889
635,42.17302430386889
636,42.50509536484597
637,41.846101634375955
638,41.90102600402572
639,42.17302430386889
640,42.50509536484597
641,42.50509536484597
642,43.18284516194717
643,43.18517689226222
644,43.18284516194717
645,42.84243738793682
646,41.52420854733291
647,40.78856326295943
648,37.54708803458066
649,34.86036271660796
650,33.52082080553857
651,32.771752180703906
652,32.39777310953857
653,32.97429615588092
654,34.58127256305469
655,40.17906603066493
656,42.50509536484597
657,43.14394650094333
658,42.17302430386889
659,41.846101634375955
660,41.20722985282937
661,40.17906603066493
662,37.54708803458066
663,36.813768996664926
664,36.43444399212649
665,35.98861128988092
666,37.54708803458066
667,38.593050265578945
668,36.893985156931066
669,34.63972750989089
670,33.52082080553857
671,33.372420406537806
672,31.881215435644343
673,30.981477012621088
674,30.98147701262109
675,30.98147701262109
676,30.98147701262109
677,30.981477012621095
678,30.98147701262109
679,34.86036271660796
680,40.78856326295943
681,41.30386679700863
682,40.587572263853815
683,40.210002081191845
684,40.17906603066493
685,38.877082818164965
686,39.37465429395943
687,40.78856326295943
688,41.30386679700863
689,41.30386679700863
690,41.321451176219576
691,41.32731596364369
692,41.321451176219576
693,41.30386679700863
694,40.587572263853815
695,38.593050265578945
696,35.98861128988092
697,34.905843212635105
698,34.905843212635105
699,34.905843212635105
700,34.905843212635105
701,34.905843212635105
702,35.65792637193106
703,40.78856326295943
704,44.612786039640895
705,46.53575095546981
706,46.53575095546981
707,46.53575095546981
708,46.53575095546981
709,45.74700941783964
710,44.984559261508146
