node,longitude,latitude,node_name,country,RDcost
171,"10,11748669","48,89710534",Umspannwerk Goldshöfe,DE,6412.404767186622
172,"12,33742291","51,19696836",Pulgar,DE,150975.37621360898
173,"10,84086956","48,23803101",Umspannwerk Oberottmarshausen,DE,2.3849593578109164e6
174,"10,86756588","48,53946909",Station Meitingen,DE,196445.49091453914
175,"9,704231499","48,46506373",EnBW Umspannwerk Laichingen,DE,254550.90999211505
176,"9,400631395","48,66694244",EnBW Umspannwerk Wendlingen,DE,463797.8652726148
177,"14,94649729","51,06258622",Umspannwerk Hagenwerder,DE,31909.40034308724
178,"13,84126808","50,99017594",Umspannwerk DD-Süd,DE,1.794423063887788e6
179,"12,22083536","48,58573299",Umspannwerk Altheim,DE,325430.56473287375
180,"13,10343464","48,66679296",Umspannwerk Pleinting,DE,5.454416503781802e6
181,"11,1937278","50,16221444",Umspannwerk Redwitz,DE,996513.0869833406
182,"10,83601575","49,92806739",Umspannwerk Oberhaid,DE,567416.9162180278
183,"12,11476441","49,63115505",Umspannwerk Etzenricht,DE,970764.0593901648
184,"12,08225445","49,29744777",Schwandorf,DE,666634.3236906938
185,"12,46964401","51,37166295",Umspannwerk Taucha,DE,116413.63385797852
186,"12,24882391","51,19788243",Großdalzig,DE,523946.8097598868
187,"11,00491691","50,50741497",Pumpspeicherwerk Goldisthal,DE,4.645552649399497e6
188,"12,04498252","50,78125673",Umspannwerk Weida,DE,11177.095096512836
189,"13,24902837","52,53162389",Umspannwerk Reuter,DE,1284.2400499987434
190,"13,36865846","52,50314221",Berlin/Mitte,DE,1.0372009428493677e8
191,"11,79241384","48,83822402",Umspannwerk Sittling,DE,150450.183593129
192,"11,80760564","48,4554268",Zolling - Irsching,DE,2.181819610282799e7
193,"11,86815629","48,20680292",Umspannwerk Ottenhofen,DE,213018.01798160988
194,"11,63931211","48,17878341",Föhring,DE,1.0189296390680702e7
195,"7,751862498","48,09640572",220-kV-Umspannwerk Eichstetten,DE,513619.9248742987
196,"6,211020315","49,95862575",SA Bauler,DE,3.6684020508179516e8
197,"6,773207838","49,29107421",Umspannanlage Ensdorf,DE,657386.9106913143
198,"13,242849","52,53495399",Heizkraftwerk Reuter West,DE,2.4444709818659642e8
199,"9,045434968","48,90296201",380kV-Umspannwerk Pulverdingen,DE,1111.4398001730954
200,"8,438467512","49,25245973",Kernkraftwerk Philippsburg,DE,10219.897247134746
201,"8,441315485","49,25140265",Philippsburg 380 kV,DE,357.4963438283681
202,"7,607116122","51,8986046",Amelsbüren,DE,5931.671062314079
203,"9,562823374","48,70148982",EnBW Umspannwerk Bünzwangen,DE,841792.1763397139
204,"9,370845416","48,71912333",EnBW Umspannwerk Altbach 1,DE,7.18541302903057e7
205,"9,821583802","52,42485525",Lahe,DE,1.2157372715246115e7
206,"10,16029127","49,98919478",Umspannwerk Bergrheinfeld,DE,138385.283842142
207,"10,8431178","49,37869269",Umspannwerk Raitersaich,DE,839248.973560834
208,"9,090517549","49,97004137",Umspannwerk Aschaffenburg,DE,856755.8459006413
209,"7,792567149","49,81054878",Niederhausen,DE,1.1945920412065146e7
210,"8,659372903","51,99961013",Umspannwerk Bechterdissen,DE,227.80901928012483
211,"8,932218439","52,19331243",Veltheim,DE,1446.7093775742208
212,"8,959044132","52,27849498",Umspannwerk Meißen,DE,909.9183193888587
213,"9,594301589","49,79844273",Umspannwerk Trennfeld,DE,3.1550755985539425e6
214,"8,954644121","50,08601573",Kraftwerkseinspeisung Staudinger,DE,8.237667628557115e6
215,"10,23164155","48,52976228",Umspannwerk Niederstotzingen,DE,1.0400941572693369e6
216,"10,22245399","48,73675223",Umspannwerk Rotensohl,DE,181972.40436733278
217,"10,40158686","48,50992974",Gundremmingen,DE,339653.1279105479
218,"8,809623309","50,20347481",Umspannwerk Karben,DE,101550.72858908463
219,"13,38232338","51,35599616",Umspannwerk Streumen,DE,23818.727902452138
220,"9,097142209","48,82776184",Umspannwerk Weilimdorf,DE,18063.71318087411
221,"8,628864933","51,99363407",Umspannwerk Bielefeld Ost,DE,494.25236271441673
222,"10,0604081","54,34877082",Umspannwerk Kiel West,DE,1.6187765494746186e7
223,"9,202104201","53,89515741",Umspannwerk Kernkraftwerk Brunsbüttel,DE,381.08822970602415
224,"9,215650143","48,85230532",Umspannwerk Mühlhausen,DE,8.307018275400759e6
225,"10,40128139","48,51460841",Kernkraftwerk Gundremmingen,DE,27756.31997012711
