hour,fuel,RD
7727,Geothermal,0.0
7727,Hydro,0.0
7727,LostLoad,66.85063730773955
7728,NaturalGas,262.14
7728,Biomass,0.0
7728,HardCoal,1101.9993143353236
7728,Lignite,1446.679122050355
7728,Oil(light),0.0
7728,Waste,0.0
7728,OtherFuels,0.0
7728,Nuclear,0.0
7728,Oil(heavy),0.0
7728,WindOnshore,0.0
7728,WindOffshore,0.0
7728,SolarPV,0.0
7728,RoR,0.0
7728,Geothermal,0.0
7728,Hydro,0.0
7728,LostLoad,19.99406877090415
7729,NaturalGas,110.58500000000001
7729,Biomass,0.0
7729,HardCoal,3106.43842085492
7729,Lignite,0.0
7729,Oil(light),0.0
7729,Waste,0.0
7729,OtherFuels,0.0
7729,Nuclear,0.0
7729,Oil(heavy),0.0
7729,WindOnshore,0.0
7729,WindOffshore,0.0
7729,SolarPV,0.0
7729,RoR,0.0
7729,Geothermal,0.0
7729,Hydro,431.6077457822874
7729,LostLoad,13.570855947452998
7730,NaturalGas,110.58500000000001
7730,Biomass,0.0
7730,HardCoal,2876.334087370383
7730,Lignite,0.0
7730,Oil(light),0.0
7730,Waste,0.0
7730,OtherFuels,0.0
7730,Nuclear,0.0
7730,Oil(heavy),0.0
7730,WindOnshore,0.0
7730,WindOffshore,0.0
7730,SolarPV,0.0
7730,RoR,0.0
7730,Geothermal,0.0
7730,Hydro,207.54604897730837
7730,LostLoad,6.341724273987381
7731,NaturalGas,110.58500000000001
7731,Biomass,0.0
7731,HardCoal,2771.0963463575335
7731,Lignite,0.0
7731,Oil(light),0.0
7731,Waste,0.0
7731,OtherFuels,0.0
7731,Nuclear,0.0
7731,Oil(heavy),0.0
7731,WindOnshore,0.0
7731,WindOffshore,0.0
7731,SolarPV,0.0
7731,RoR,0.0
7731,Geothermal,0.0
7731,Hydro,58.44620524040428
7731,LostLoad,5.62758105379757
7732,NaturalGas,110.58500000000001
7732,Biomass,0.0
7732,HardCoal,2712.1463474273787
7732,Lignite,0.0
7732,Oil(light),0.0
7732,Waste,0.0
7732,OtherFuels,0.0
7732,Nuclear,0.0
7732,Oil(heavy),0.0
7732,WindOnshore,0.0
7732,WindOffshore,0.0
7732,SolarPV,0.0
7732,RoR,0.0
7732,Geothermal,0.0
7732,Hydro,0.0
7732,LostLoad,10.349250625871775
7733,NaturalGas,110.58500000000001
7733,Biomass,0.0
7733,HardCoal,2550.3048650479195
7733,Lignite,0.0
