hour,fuel,RD_up,RD_down,RD_net
7716,Nuclear,0.0,-3044.545061888172,-3044.545061888172
7716,Oil(heavy),68.0,-0.0,68.0
7716,WindOnshore,0.0,-4996.255918665182,-4996.255918665182
7716,WindOffshore,0.0,-510.58028700577825,-510.58028700577825
7716,SolarPV,0.0,-221.2445012846201,-221.2445012846201
7716,RoR,0.0,-7.14062546054,-7.14062546054
7716,Geothermal,0.0,-0.0,0.0
7716,Hydro,0.0,0.0,0.0
7717,NaturalGas,9370.313689855622,0.0,9370.313689855622
7717,Biomass,0.0,-999.3413913598631,-999.3413913598631
7717,HardCoal,5482.411304939223,-2847.790734258458,2634.6205706807646
7717,Lignite,0.0,-7092.697581964716,-7092.697581964716
7717,Oil(light),845.7860459427147,0.0,845.7860459427147
7717,Waste,0.0,-127.8089767356441,-127.8089767356441
7717,OtherFuels,32.86000000000001,0.0,32.86000000000001
7717,Nuclear,0.0,-3163.88793048141,-3163.88793048141
7717,Oil(heavy),0.0,-0.0,0.0
7717,WindOnshore,0.0,-5341.015737630846,-5341.015737630846
7717,WindOffshore,0.0,-688.3735481929373,-688.3735481929373
7717,SolarPV,0.0,-192.03112130921798,-192.03112130921798
7717,RoR,0.0,-9.284878960759999,-9.284878960759999
7717,Geothermal,0.0,-0.0,0.0
7717,Hydro,34.434581267959864,0.0,34.434581267959864
7718,NaturalGas,9151.175759641652,0.0,9151.175759641652
7718,Biomass,0.0,-705.5245353743434,-705.5245353743434
7718,HardCoal,4744.270743758737,-3221.04669269109,1523.224051067647
7718,Lignite,0.0,-7333.932889153956,-7333.932889153956
7718,Oil(light),948.6305227899136,0.0,948.6305227899136
7718,Waste,0.0,-79.03,-79.03
7718,OtherFuels,44.100627686194244,0.0,44.100627686194244
7718,Nuclear,0.0,-3112.9790438261452,-3112.9790438261452
7718,Oil(heavy),59.019525007084184,-0.0,59.019525007084184
7718,WindOnshore,0.0,-4099.3502390293925,-4099.3502390293925
7718,WindOffshore,0.0,-924.452319842185,-924.452319842185
7718,SolarPV,0.0,-98.55091687686263,-98.55091687686263
7718,RoR,0.0,-9.533293875559998,-9.533293875559998
7718,Geothermal,0.0,-0.0,0.0
7718,Hydro,17.180076108802567,0.0,17.180076108802567
7719,NaturalGas,9137.349817842374,0.0,9137.349817842374
7719,Biomass,0.0,-742.5321017029856,-742.5321017029856
7719,HardCoal,3143.889132225383,-3693.531254445236,-549.6421222198528
7719,Lignite,0.0,-6517.062349178016,-6517.062349178016
7719,Oil(light),1149.4162107011814,0.0,1149.4162107011814
7719,Waste,0.0,-67.13,-67.13
7719,OtherFuels,54.57340131588537,0.0,54.57340131588537
7719,Nuclear,0.0,-2957.692242519951,-2957.692242519951
7719,Oil(heavy),68.0,-0.0,68.0
7719,WindOnshore,0.0,-3444.141672784289,-3444.141672784289
7719,WindOffshore,0.0,-731.8060654279985,-731.8060654279985
7719,SolarPV,0.0,-52.25708412857874,-52.25708412857874
7719,RoR,0.0,-9.83736621578,-9.83736621578
7719,Geothermal,0.0,-0.0,0.0
7719,Hydro,58.88080568828467,0.0,58.88080568828467
7720,NaturalGas,8486.887878456382,0.0,8486.887878456382
7720,Biomass,0.0,-652.6806936507433,-652.6806936507433
7720,HardCoal,2287.7494785748254,-3630.9022799385,-1343.1528013636748
7720,Lignite,0.0,-6386.033970269529,-6386.033970269529
7720,Oil(light),1367.4216124987317,0.0,1367.4216124987317
7720,Waste,0.0,-26.25,-26.25
7720,OtherFuels,54.65605183657787,0.0,54.65605183657787
7720,Nuclear,0.0,-2776.816169676637,-2776.816169676637
7720,Oil(heavy),68.0,-0.0,68.0
7720,WindOnshore,0.0,-2514.3588768870786,-2514.3588768870786
7720,WindOffshore,0.0,-327.58325328818955,-327.58325328818955
7720,SolarPV,0.0,-11.736068633034295,-11.736068633034295
7720,RoR,0.0,-9.35312256036,-9.35312256036
7720,Geothermal,0.0,-0.0,0.0
7720,Hydro,64.84018486905686,0.0,64.84018486905686
7721,NaturalGas,8053.2499425170645,0.0,8053.2499425170645
7721,Biomass,0.0,-521.7238476561325,-521.7238476561325
7721,HardCoal,2023.6089412502663,-3878.708963278352,-1855.1000220280855
7721,Lignite,0.0,-6442.918997755862,-6442.918997755862
7721,Oil(light),1401.6160613760312,0.0,1401.6160613760312
7721,Waste,0.0,0.0,0.0
7721,OtherFuels,42.029,0.0,42.029
7721,Nuclear,0.0,-2578.6997910578366,-2578.6997910578366
7721,Oil(heavy),68.0,-0.0,68.0
7721,WindOnshore,0.0,-2032.9801719707302,-2032.9801719707302
7721,WindOffshore,0.0,-239.29096855268563,-239.29096855268563
7721,SolarPV,0.0,-1.9523036052202558,-1.9523036052202558
7721,RoR,0.0,-14.012388286079998,-14.012388286079998
7721,Geothermal,0.0,-0.0,0.0
7721,Hydro,27.874884637692887,0.0,27.874884637692887
7722,NaturalGas,8893.230428777844,0.0,8893.230428777844
7722,Biomass,0.0,-522.9479526805036,-522.9479526805036
7722,HardCoal,1616.2231025648048,-4561.220152176687,-2944.9970496118826
7722,Lignite,0.0,-6377.640880633799,-6377.640880633799
7722,Oil(light),1379.2691195851742,0.0,1379.2691195851742
7722,Waste,0.0,0.0,0.0
7722,OtherFuels,67.48982743702983,0.0,67.48982743702983
7722,Nuclear,0.0,-2457.3540013637676,-2457.3540013637676
7722,Oil(heavy),0.0,-0.0,0.0
7722,WindOnshore,0.0,-2477.6928757271935,-2477.6928757271935
7722,WindOffshore,0.0,-34.538434082725054,-34.538434082725054
