hour,Global_Vol_Res
7681,1588.3424373228422
7682,1409.8146367258582
7683,669.8966572774641
7684,399.34251009593487
7685,688.1100812371212
7686,613.2443880679041
7687,686.5329348891019
7688,193.43977998707217
7689,500.16423767258107
7690,414.35305366287423
7691,50.192356956912
7692,140.205607458967
7693,711.7872943872053
7694,705.279435495216
7695,719.0366637218456
7696,491.98142145878535
7697,796.1916416462764
7698,1674.218840944418
7699,1910.0243181923174
7700,2277.4178948308186
7701,2961.401044845622
7702,3484.23460433803
7703,2259.3670991030594
7704,2727.5551718855277
7705,4150.279285726192
7706,4080.407890516053
7707,4231.220742961525
7708,3209.4825055386646
7709,2941.391935242074
7710,4840.8186988676525
7711,2852.1989288708282
7712,4024.018453038496
7713,7234.108695862998
7714,6787.622517753058
7715,6633.473769766518
7716,6632.960286299418
7717,6350.026887665028
7718,6451.383731527873
7719,6852.4311928626275
7720,2375.6174392263188
7721,3448.1280143506174
7722,4929.459007933001
7723,3876.2489032519807
7724,5262.680583860938
7725,5146.443430345436
7726,3774.432306333893
7727,4782.405444839847
7728,3305.7876460839607
7729,3112.3637806328993
7730,4103.2880388261
7731,3774.645890058018
7732,3627.526252403518
7733,3626.2275089426175
7734,2972.8352285496276
7735,3433.228774155513
7736,3396.016053680673
7737,3385.369883656669
7738,3549.83832535235
7739,3829.4162622708245
7740,3159.278089709585
7741,4340.808304632757
7742,3641.2136190253095
7743,2997.6089932887353
7744,3837.2432723336133
7745,3953.765666030704
7746,2113.147331783395
7747,3118.2589311270212
7748,4489.410041897935
7749,4666.094367800599
7750,4519.334567452973
7751,4289.903277621156
7752,4583.856877301588
7753,5592.921847970575
7754,3564.325886700755
7755,5095.422654480209
7756,4275.280879036936
7757,5072.951758041469
7758,3801.820113980062
7759,3894.605732492566
7760,3955.326748164599
7761,5257.633626970572
7762,5247.9218682309
7763,5885.939024091154
7764,6626.651309089802
7765,5959.35392013831
7766,3935.2349586315963
7767,4960.732170794643
7768,2831.3598532387905
7769,1900.3539444799285
7770,3832.887814025412
7771,2578.4458000733043
7772,3522.1000033496175
7773,2278.9784402173746
7774,1807.7339122448607
7775,2195.5932173080273
7776,2574.814432836647
7777,2962.4024543722753
7778,3036.3473459246547
7779,2762.1021318118965
7780,1783.1814309396893
7781,1743.418889475089
7782,1504.8299254623685
