hour,Total_RD_Cost
7930,157081.07994392116
7931,194903.38150772554
7932,228291.86521259233
7933,209871.82894125153
7934,162859.89807466412
7935,165197.0541289978
7936,194974.53332339745
7937,216619.59091943936
7938,255527.0752757533
7939,230887.04715591331
7940,205224.65851536396
7941,172544.4667418369
7942,154282.11910399733
7943,123950.84278556136
7944,114730.13448127435
7945,16284.108271554647
7946,42948.66126148876
7947,49223.749861851975
7948,54949.788111692935
7949,36821.601231795605
7950,30576.17649302759
7951,25222.88251981519
7952,8025.53813607103
7953,9517.092407854469
7954,13817.536044861075
7955,15673.929154975229
7956,15583.532777960978
7957,15437.83986832452
7958,16845.392488751262
7959,17685.062899800298
7960,16414.422371082248
7961,18507.227801515626
7962,19202.997272528453
7963,17350.9735812527
7964,21812.230759865248
7965,23929.424611148097
7966,27675.976652362722
7967,47208.065110178766
7968,81638.25871175205
7969,90984.44504242808
7970,103322.43409613248
7971,98131.27665485325
7972,88838.59945697832
7973,90627.29711784546
7974,86303.56500422364
7975,54384.69671038705
7976,57578.16937272738
7977,50989.521812633284
7978,24842.371074232524
7979,28120.367816427053
7980,21098.135315960575
7981,22725.953616430943
7982,23064.382379483097
7983,31029.29263149049
7984,40136.59455026282
7985,83407.67073115837
7986,107549.68995950386
7987,70427.78422504262
7988,57659.453710003676
7989,83520.24813158854
7990,133456.20746088817
7991,145137.32334939207
7992,115845.34821171858
7993,209399.4645406797
7994,188497.48573167168
7995,185223.82882106493
7996,193192.9687644863
7997,218763.63191220578
7998,254455.70879230523
7999,352486.24404488737
8000,405094.1494187107
8001,386409.5874696713
8002,308017.0903057223
8003,295679.820480149
8004,301978.9661212628
8005,270076.4893175477
8006,255162.40774371324
8007,326780.9356885158
8008,255411.1936116295
8009,232170.33706976558
8010,233056.38576171582
8011,186011.16072170198
8012,167821.5037551112
8013,140288.96794295433
8014,133637.67582067108
8015,89284.87768242185
8016,47378.72013198002
