tech,TotalGen
NaturalGas,18.581308224876924
Biomass,40.52883368869994
HardCoal,110.93093589547202
Lignite,138.12452254620172
Oil(light),0.002453538385080179
Waste,9.997925548999477
OtherFuels,0.0
Nuclear,86.89121248742482
Oil(heavy),0.006810283305496165
WindOnshore,76.58332646855092
WindOffshore,7.593048242335201
SolarPV,34.348224953895375
RoR,17.227525754552147
Geothermal,0.09079608599999998
Hydro,3.2311858278473102
