tech,TotalGen
NaturalGas,18.520930836550434
Biomass,40.5316298653018
HardCoal,111.01960973275696
Lignite,138.13033525595193
Oil(light),0.0011739496060759517
Waste,9.99795580414027
OtherFuels,0.0
Nuclear,86.8945750217221
Oil(heavy),0.005280444416773816
WindOnshore,76.59454111036067
WindOffshore,7.593966747251222
SolarPV,34.34907058156382
RoR,17.227640245146834
Geothermal,0.09079608599999998
Hydro,3.2137929757161494
