tech,TotalGen
NaturalGas,16.007421293471506
Biomass,40.757478753887995
HardCoal,112.83743100849617
Lignite,137.8577975820073
Oil(light),0.0
Waste,9.998839199999999
OtherFuels,0.0
Nuclear,87.0722937
Oil(heavy),0.0023889754204797433
WindOnshore,77.50582205916386
WindOffshore,7.63733588922643
SolarPV,34.372443500576914
RoR,17.229946585571817
Geothermal,0.09079608599999998
Hydro,3.0988917477968467
